,ZCTA,n_households,med_income,population,density,city,state_id,state_name,lat,lng
0,601,5818,11757,17242,111.4,Adjuntas,PR,Puerto Rico,18.180039999999998,-66.75218000000001
1,602,12719,16190,38442,523.5,Aguada,PR,Puerto Rico,18.36073,-67.17517
2,603,19009,16645,48814,667.9,Aguadilla,PR,Puerto Rico,18.45439,-67.12201999999999
3,606,1959,13387,6437,60.4,Maricao,PR,Puerto Rico,18.16724,-66.93828
4,610,9120,18741,27073,312.0,Anasco,PR,Puerto Rico,18.29032,-67.12243000000001
5,612,23037,17744,60303,382.8,Arecibo,PR,Puerto Rico,18.40699,-66.70803000000001
6,616,3606,14918,10765,368.9,Bajadero,PR,Puerto Rico,18.41753,-66.66814000000001
7,617,8079,17157,23974,625.0,Barceloneta,PR,Puerto Rico,18.44124,-66.55917
8,622,2330,16727,6578,104.6,Boqueron,PR,Puerto Rico,17.99174,-67.15248000000001
9,623,14165,16401,42427,437.8,Cabo Rojo,PR,Puerto Rico,18.08355,-67.15417
10,624,7690,16832,22707,234.7,Penuelas,PR,Puerto Rico,18.06465,-66.71823
11,627,11571,17579,32222,292.8,Camuy,PR,Puerto Rico,18.419,-66.86033
12,631,615,9632,1568,177.8,Castaner,PR,Puerto Rico,18.18555,-66.83327
13,637,7568,15736,22975,283.4,Sabana Grande,PR,Puerto Rico,18.07982,-66.94274
14,638,6033,14448,16701,110.7,Ciales,PR,Puerto Rico,18.28904,-66.5151
15,641,9104,16292,27571,128.8,Utuado,PR,Puerto Rico,18.26408,-66.71376
16,646,12075,29160,37494,711.6,Dorado,PR,Puerto Rico,18.43401,-66.2833
17,647,1866,13071,5643,156.7,Ensenada,PR,Puerto Rico,17.96612,-66.94383
18,650,5051,16095,14760,189.7,Florida,PR,Puerto Rico,18.34321,-66.58601
19,652,1335,20564,3697,263.2,Garrochales,PR,Puerto Rico,18.45542,-66.60635
20,653,3662,12236,11140,337.1,Guanica,PR,Puerto Rico,17.98574,-66.89033
21,656,6566,14966,18979,255.9,Guayanilla,PR,Puerto Rico,18.0528,-66.79182
22,659,14443,17770,40390,387.7,Hatillo,PR,Puerto Rico,18.41069,-66.79648
23,660,6271,19674,16180,587.0,Hormigueros,PR,Puerto Rico,18.134179999999997,-67.11402
24,662,14482,16771,40290,376.6,Isabela,PR,Puerto Rico,18.46208,-67.01445
25,664,4850,15401,14991,142.4,Jayuya,PR,Puerto Rico,18.21152,-66.5889
26,667,8153,13843,23590,166.2,Lajas,PR,Puerto Rico,18.01227,-67.04089
27,669,9727,12996,25653,186.6,Lares,PR,Puerto Rico,18.27102,-66.86981999999999
28,670,3006,14456,8498,83.1,Las Marias,PR,Puerto Rico,18.23777,-66.98877
29,674,15726,18032,39859,381.8,Manati,PR,Puerto Rico,18.421229999999998,-66.49004000000001
30,676,13035,13416,36995,308.6,Moca,PR,Puerto Rico,18.3779,-67.08083
31,677,5092,18333,14311,411.2,Rincon,PR,Puerto Rico,18.3357,-67.23168000000001
32,678,9179,15730,26091,407.5,Quebradillas,PR,Puerto Rico,18.43269,-66.92811999999999
33,680,18602,14500,46395,349.6,Mayaguez,PR,Puerto Rico,18.16327,-67.36195
34,682,11718,15315,32359,874.3,Mayaguez,PR,Puerto Rico,18.22117,-67.1538
35,683,11368,15043,30424,249.9,San German,PR,Puerto Rico,18.10998,-67.0373
36,685,14338,14128,38039,213.3,San Sebastian,PR,Puerto Rico,18.33625,-66.97225
37,687,10129,18739,31320,323.9,Morovis,PR,Puerto Rico,18.317079999999997,-66.4203
38,688,4244,15918,12202,164.3,Sabana Hoyos,PR,Puerto Rico,18.38056,-66.62425
39,690,2313,18491,5352,857.7,San Antonio,PR,Puerto Rico,18.49567,-67.09825
40,692,11756,18076,35840,541.2,Vega Alta,PR,Puerto Rico,18.40845,-66.33691
41,693,18246,18971,54428,599.3,Vega Baja,PR,Puerto Rico,18.42132,-66.40012
42,694,46,14375,69,158.4,Vega Baja,PR,Puerto Rico,18.48329,-66.39260999999999
43,698,10713,14487,36312,231.7,Yauco,PR,Puerto Rico,18.06728,-66.85273000000001
44,703,8642,16532,26320,372.2,Aguas Buenas,PR,Puerto Rico,18.24841,-66.13119
45,704,2803,13960,8274,678.9,Aguirre,PR,Puerto Rico,17.96719,-66.22017
46,705,8529,18207,23176,309.3,Aibonito,PR,Puerto Rico,18.12946,-66.26477
47,707,3958,17489,10964,224.1,Maunabo,PR,Puerto Rico,18.01814,-65.92201
48,714,6091,15820,17998,516.8,Arroyo,PR,Puerto Rico,17.99854,-66.05606
49,715,1300,12440,2972,179.4,Mercedita,PR,Puerto Rico,18.01172,-66.55985
50,716,11256,18514,28089,1523.3,Ponce,PR,Puerto Rico,17.9994,-66.60007
51,717,6686,11269,16659,3390.6,Ponce,PR,Puerto Rico,18.00333,-66.61331
52,718,8284,18998,25715,227.1,Naguabo,PR,Puerto Rico,18.2333,-65.76108
53,719,8887,18401,29119,427.3,Naranjito,PR,Puerto Rico,18.2888,-66.25336
54,720,6676,14533,21276,149.8,Orocovis,PR,Puerto Rico,18.21772,-66.42817
55,723,6519,14554,17393,161.2,Patillas,PR,Puerto Rico,18.03237,-66.01233
56,725,30699,20374,80555,817.3,Caguas,PR,Puerto Rico,18.21858,-66.04275
57,727,20122,30797,54823,1048.6,Caguas,PR,Puerto Rico,18.21495,-66.07356
58,728,13450,18097,39698,1108.2,Ponce,PR,Puerto Rico,18.00627,-66.6612
59,729,16482,20508,51593,611.1,Canovanas,PR,Puerto Rico,18.331139999999998,-65.88722
60,730,12051,15367,31634,2118.2,Ponce,PR,Puerto Rico,18.030910000000002,-66.61659
61,731,4482,16389,12722,125.6,Ponce,PR,Puerto Rico,18.09775,-66.63355
62,735,4594,18947,12404,227.4,Ceiba,PR,Puerto Rico,18.25365,-65.68306
63,736,17409,20166,47411,361.1,Cayey,PR,Puerto Rico,18.10652,-66.15258
64,738,11823,19284,30376,457.4,Fajardo,PR,Puerto Rico,18.318279999999998,-65.66785
65,739,11876,20619,36847,485.1,Cidra,PR,Puerto Rico,18.17681,-66.16055
66,740,613,12934,1625,1876.9,Puerto Real,PR,Puerto Rico,18.33221,-65.63431
67,741,1573,22766,4880,812.1,Punta Santiago,PR,Puerto Rico,18.16564,-65.75563000000001
68,745,16178,22909,51429,411.9,Rio Grande,PR,Puerto Rico,18.34827,-65.8172
69,751,8296,16188,21009,190.1,Salinas,PR,Puerto Rico,18.01023,-66.24750999999999
70,754,13633,18594,37727,308.9,San Lorenzo,PR,Puerto Rico,18.1457,-65.97606999999999
71,757,7759,16816,22066,301.1,Santa Isabel,PR,Puerto Rico,17.99727,-66.38891
72,765,2473,16149,8607,184.5,Vieques,PR,Puerto Rico,18.128510000000002,-65.44093000000001
73,766,7907,19595,23201,255.4,Villalba,PR,Puerto Rico,18.13299,-66.47703
74,767,11997,15573,34166,264.9,Yabucoa,PR,Puerto Rico,18.070529999999998,-65.89604
75,769,13706,19215,39121,203.1,Coamo,PR,Puerto Rico,18.097,-66.36101
76,771,12385,20332,37165,438.3,Las Piedras,PR,Puerto Rico,18.187479999999997,-65.86931
77,772,6768,15032,20055,608.6,Loiza,PR,Puerto Rico,18.43267,-65.90836
78,773,6636,19377,18547,318.7,Luquillo,PR,Puerto Rico,18.34173,-65.7274
79,775,512,23092,1299,65.3,Culebra,PR,Puerto Rico,18.313470000000002,-65.29016999999999
80,777,12850,18684,39994,591.0,Juncos,PR,Puerto Rico,18.22356,-65.90881
81,778,15181,32708,46675,591.7,Gurabo,PR,Puerto Rico,18.263379999999998,-65.97936
82,780,4081,21834,11653,264.8,Coto Laurel,PR,Puerto Rico,18.10417,-66.57174
83,782,5635,13073,18229,279.7,Comerio,PR,Puerto Rico,18.22544,-66.22216
84,783,10847,14476,33372,337.3,Corozal,PR,Puerto Rico,18.3041,-66.32847
85,784,14568,15653,40685,310.2,Guayama,PR,Puerto Rico,18.00543,-66.13391999999999
86,786,96,15653,348,535.8,La Plata,PR,Puerto Rico,18.15536,-66.22991999999999
87,791,16797,18595,48569,558.0,Humacao,PR,Puerto Rico,18.14069,-65.818
88,794,9122,15667,28755,334.6,Barranquitas,PR,Puerto Rico,18.20155,-66.30872
89,795,15299,20430,44766,406.8,Juana Diaz,PR,Puerto Rico,18.05931,-66.50178000000001
90,901,2696,16929,6536,2792.2,San Juan,PR,Puerto Rico,18.465320000000002,-66.10485
91,906,68,101346,184,485.0,San Juan,PR,Puerto Rico,18.46446,-66.09499
92,907,8780,32601,16202,5598.0,San Juan,PR,Puerto Rico,18.453129999999998,-66.07778
93,909,2452,17959,4989,3940.6,San Juan,PR,Puerto Rico,18.44153,-66.06723000000001
94,911,3805,30978,7242,6996.3,San Juan,PR,Puerto Rico,18.45135,-66.05631
95,912,2528,21744,5455,7880.9,San Juan,PR,Puerto Rico,18.445339999999998,-66.06018
96,913,3470,5902,8406,11154.2,San Juan,PR,Puerto Rico,18.45022,-66.04267
97,915,11214,14048,26131,9073.9,San Juan,PR,Puerto Rico,18.43691,-66.04562
98,917,8273,15508,18212,6265.8,San Juan,PR,Puerto Rico,18.4214,-66.05005
99,918,8208,23333,16063,3272.8,San Juan,PR,Puerto Rico,18.42138,-66.06588
100,920,6874,25433,16809,2430.1,San Juan,PR,Puerto Rico,18.41571,-66.08889
101,921,13599,18690,33394,5452.9,San Juan,PR,Puerto Rico,18.39224,-66.08853
102,923,10045,14041,24028,5502.9,San Juan,PR,Puerto Rico,18.40953,-66.03866
103,924,19373,19303,49508,4667.1,San Juan,PR,Puerto Rico,18.39827,-66.01289
104,925,3178,9903,6924,7509.0,San Juan,PR,Puerto Rico,18.40031,-66.05055
105,926,37216,33624,96530,1739.6,San Juan,PR,Puerto Rico,18.3462,-66.05234
106,927,5831,32932,13351,2195.3,San Juan,PR,Puerto Rico,18.38875,-66.07189
107,934,25,32932,79,148.4,Fort Buchanan,PR,Puerto Rico,18.411379999999998,-66.12399
108,936,0,32932,812,1629.4,San Juan,PR,Puerto Rico,18.39548,-66.07376
109,949,25855,26032,73891,1806.9,Toa Baja,PR,Puerto Rico,18.43017,-66.20883
110,950,0,26032,0,1.5,Toa Baja,PR,Puerto Rico,18.46208,-66.2376
111,951,0,26032,0,32.5,Toa Baja,PR,Puerto Rico,18.428420000000003,-66.25661
112,952,2988,15434,8156,3122.6,Sabana Seca,PR,Puerto Rico,18.42748,-66.18207
113,953,21798,29837,71891,1056.0,Toa Alta,PR,Puerto Rico,18.363120000000002,-66.2475
114,956,25459,23322,65355,1156.6,Bayamon,PR,Puerto Rico,18.32082,-66.17175
115,957,14764,24438,38915,3816.9,Bayamon,PR,Puerto Rico,18.36735,-66.18869000000001
116,959,18297,29737,47459,3042.5,Bayamon,PR,Puerto Rico,18.38485,-66.15583000000001
117,960,0,29737,2221,751.8,Bayamon,PR,Puerto Rico,18.41701,-66.14446
118,961,11349,28455,30784,2419.3,Bayamon,PR,Puerto Rico,18.41011,-66.16538
119,962,7005,16135,19593,2274.4,Catano,PR,Puerto Rico,18.43904,-66.13928
120,965,2748,15369,7314,5230.2,Guaynabo,PR,Puerto Rico,18.43385,-66.11486
121,966,6208,51318,15710,1999.6,Guaynabo,PR,Puerto Rico,18.402260000000002,-66.11757
122,968,1825,45811,3554,2933.4,Guaynabo,PR,Puerto Rico,18.40617,-66.10127
123,969,15099,51604,42525,3338.3,Guaynabo,PR,Puerto Rico,18.36751,-66.10852
124,971,9503,20604,26640,749.5,Guaynabo,PR,Puerto Rico,18.32131,-66.11811
125,976,21413,30801,58893,1502.5,Trujillo Alto,PR,Puerto Rico,18.33844,-65.9921
126,979,7713,34284,15897,4207.9,Carolina,PR,Puerto Rico,18.43649,-66.01699
127,982,6014,25935,14241,4473.5,Carolina,PR,Puerto Rico,18.40992,-65.9917
128,983,14156,27149,34798,4373.3,Carolina,PR,Puerto Rico,18.418039999999998,-65.97632
129,985,12677,24834,31845,1734.9,Carolina,PR,Puerto Rico,18.40825,-65.94842
130,987,21665,32967,57181,989.3,Carolina,PR,Puerto Rico,18.33935,-65.94313000000001
131,1001,7460,57694,17621,562.8,Agawam,MA,Massachusetts,42.06258,-72.6259
132,1002,9976,52379,30066,203.7,Amherst,MA,Massachusetts,42.37492,-72.4621
133,1003,31,2500,11238,5629.7,Amherst,MA,Massachusetts,42.39192,-72.52479
134,1005,1785,70325,4991,44.3,Barre,MA,Massachusetts,42.42018,-72.10615
135,1007,5558,86165,14967,107.5,Belchertown,MA,Massachusetts,42.27875,-72.40035999999999
136,1008,548,62750,1197,9.1,Blandford,MA,Massachusetts,42.18428,-72.95203000000001
137,1009,157,59440,249,352.1,Bondsville,MA,Massachusetts,42.209720000000004,-72.33971
138,1010,1465,86523,3739,40.1,Brimfield,MA,Massachusetts,42.12863,-72.20624000000001
139,1011,572,75263,1448,16.7,Chester,MA,Massachusetts,42.29653,-72.95969000000001
140,1012,233,70114,560,19.5,Chesterfield,MA,Massachusetts,42.38698,-72.84631999999999
141,1013,9273,39868,23065,1589.6,Chicopee,MA,Massachusetts,42.1595,-72.60824000000001
142,1020,12491,58780,30097,914.6,Chicopee,MA,Massachusetts,42.17637,-72.56537
143,1022,1223,43349,2499,198.3,Chicopee,MA,Massachusetts,42.197309999999995,-72.54267
144,1026,459,51442,954,15.2,Cummington,MA,Massachusetts,42.4633,-72.92024
145,1027,7871,63699,17848,168.4,Easthampton,MA,Massachusetts,42.29508,-72.74309000000001
146,1028,5978,85221,16200,469.2,East Longmeadow,MA,Massachusetts,42.05968,-72.49908
147,1029,316,50750,651,19.2,East Otis,MA,Massachusetts,42.19632,-73.04836
148,1030,4290,71716,11123,381.2,Feeding Hills,MA,Massachusetts,42.06886,-72.67999
149,1031,531,41875,1197,62.2,Gilbertville,MA,Massachusetts,42.32933,-72.19821999999999
150,1032,251,78011,533,18.7,Goshen,MA,Massachusetts,42.45029,-72.81300999999999
151,1033,2457,89965,6333,86.4,Granby,MA,Massachusetts,42.26081,-72.50363
152,1034,878,87045,2179,10.9,Granville,MA,Massachusetts,42.08485,-72.95765
153,1035,2316,58953,5310,87.8,Hadley,MA,Massachusetts,42.35564,-72.56921
154,1036,1976,81304,5191,101.3,Hampden,MA,Massachusetts,42.06369,-72.4159
155,1037,238,92750,798,22.9,Hardwick,MA,Massachusetts,42.37011,-72.19771999999999
156,1038,1337,67096,2867,98.4,Hatfield,MA,Massachusetts,42.3855,-72.60699
157,1039,526,80000,1042,39.0,Haydenville,MA,Massachusetts,42.406290000000006,-72.69362
158,1040,15403,37954,40376,727.5,Holyoke,MA,Massachusetts,42.212559999999996,-72.64107
159,1050,925,68869,2422,25.5,Huntington,MA,Massachusetts,42.28784,-72.86986
160,1053,562,62222,1702,126.8,Leeds,MA,Massachusetts,42.35348,-72.71161
161,1054,818,87174,1983,31.4,Leverett,MA,Massachusetts,42.47363,-72.48746
162,1056,8086,67715,21336,299.6,Ludlow,MA,Massachusetts,42.19212,-72.45804
163,1057,3495,78986,8745,73.3,Monson,MA,Massachusetts,42.091640000000005,-72.32431
164,1060,6563,57485,15779,540.2,Northampton,MA,Massachusetts,42.32228,-72.63129
165,1062,4281,73438,10495,237.2,Florence,MA,Massachusetts,42.3219,-72.69279
166,1063,0,73438,592,4278.5,Northampton,MA,Massachusetts,42.3191,-72.63896
167,1066,9,73438,9,34.7,North Hatfield,MA,Massachusetts,42.40763,-72.65481
168,1068,679,85938,1840,35.3,Oakham,MA,Massachusetts,42.35002,-72.04606
169,1069,3630,59211,8698,116.4,Palmer,MA,Massachusetts,42.18807,-72.30555
170,1070,272,57000,604,11.8,Plainfield,MA,Massachusetts,42.51853,-72.92390999999999
171,1071,499,67132,1270,39.6,Russell,MA,Massachusetts,42.16035,-72.86
172,1072,636,72000,1536,28.4,Shutesbury,MA,Massachusetts,42.457370000000004,-72.41841
173,1073,2422,89423,6140,79.4,Southampton,MA,Massachusetts,42.23083,-72.73857
174,1074,134,61603,548,1448.3,South Barre,MA,Massachusetts,42.38661,-72.09427
175,1075,6745,66681,17763,382.0,South Hadley,MA,Massachusetts,42.25674,-72.57923000000001
176,1077,3750,76737,9727,119.0,Southwick,MA,Massachusetts,42.05437,-72.77851
177,1079,256,27105,658,237.5,Thorndike,MA,Massachusetts,42.19437,-72.33014
178,1080,911,49844,2802,521.9,Three Rivers,MA,Massachusetts,42.18206,-72.36564
179,1081,734,50465,1941,45.2,Wales,MA,Massachusetts,42.06234,-72.23094
180,1082,4455,51768,10586,86.4,Ware,MA,Massachusetts,42.2948,-72.27776
181,1083,1115,65547,2986,70.8,Warren,MA,Massachusetts,42.20382,-72.19496
182,1084,74,90625,174,7.4,West Chesterfield,MA,Massachusetts,42.39038,-72.88089000000001
183,1085,15542,62423,41942,265.9,Westfield,MA,Massachusetts,42.15371,-72.76958
184,1086,0,62423,372,7144.9,Westfield,MA,Massachusetts,42.1304,-72.79397
185,1088,211,51406,416,49.8,West Hatfield,MA,Massachusetts,42.3901,-72.6478
186,1089,11971,51735,28666,655.3,West Springfield,MA,Massachusetts,42.12534,-72.65026999999999
187,1092,445,75799,1425,80.2,West Warren,MA,Massachusetts,42.19972,-72.23727
188,1093,141,103750,283,24.9,Whately,MA,Massachusetts,42.43439,-72.65304
189,1094,190,21250,282,118.7,Wheelwright,MA,Massachusetts,42.35945,-72.13847
190,1095,5266,104128,14690,245.8,Wilbraham,MA,Massachusetts,42.127629999999996,-72.42994
191,1096,1034,77083,2695,27.0,Williamsburg,MA,Massachusetts,42.4042,-72.76817
192,1097,17,77083,59,22.9,Woronoco,MA,Massachusetts,42.17603,-72.8313
193,1098,556,76563,1196,13.6,Worthington,MA,Massachusetts,42.3946,-72.94242
194,1103,1418,16720,2389,2080.0,Springfield,MA,Massachusetts,42.104,-72.59204
195,1104,8989,30053,23876,1692.5,Springfield,MA,Massachusetts,42.134029999999996,-72.56681
196,1105,4831,17569,11957,3836.5,Springfield,MA,Massachusetts,42.09916,-72.57898
197,1106,5822,111231,16022,667.1,Longmeadow,MA,Massachusetts,42.047909999999995,-72.57176
198,1107,3825,26772,11582,2974.5,Springfield,MA,Massachusetts,42.12129,-72.6055
199,1108,9899,38499,27850,2766.1,Springfield,MA,Massachusetts,42.08055,-72.55983
200,1109,9591,35191,29903,2145.9,Springfield,MA,Massachusetts,42.11837,-72.54875
201,1118,5701,61112,14980,1511.0,Springfield,MA,Massachusetts,42.09476,-72.52534
202,1119,4822,47439,13626,1539.2,Springfield,MA,Massachusetts,42.12455,-72.51122
203,1128,1097,65977,2672,911.2,Springfield,MA,Massachusetts,42.094879999999996,-72.48814
204,1129,2787,63895,6762,790.8,Springfield,MA,Massachusetts,42.12099,-72.48774
205,1151,3243,40360,8807,1417.7,Indian Orchard,MA,Massachusetts,42.15294,-72.50877
206,1199,0,40360,0,0.0,Springfield,MA,Massachusetts,42.12065,-72.6045
207,1201,19953,47614,44607,339.2,Pittsfield,MA,Massachusetts,42.44993,-73.27644000000001
208,1220,3768,49777,8209,135.1,Adams,MA,Massachusetts,42.62372,-73.11718
209,1222,348,74583,810,96.8,Ashley Falls,MA,Massachusetts,42.05898,-73.32078
210,1223,1028,77857,2402,12.8,Becket,MA,Massachusetts,42.31176,-73.0994
211,1224,124,38446,210,252.6,Berkshire,MA,Massachusetts,42.50662,-73.19745999999999
212,1225,1404,61512,3135,47.9,Cheshire,MA,Massachusetts,42.562670000000004,-73.15484000000001
213,1226,2970,61063,6782,101.7,Dalton,MA,Massachusetts,42.48168,-73.13991999999999
214,1229,48,29000,70,50.0,Glendale,MA,Massachusetts,42.27799,-73.33204
215,1230,3398,65214,8542,35.6,Great Barrington,MA,Massachusetts,42.18476,-73.34368
216,1235,1196,63000,2640,23.4,Hinsdale,MA,Massachusetts,42.42975,-73.07240999999999
217,1236,427,57014,1140,121.3,Housatonic,MA,Massachusetts,42.26658,-73.3767
218,1237,970,84615,2580,15.6,Lanesborough,MA,Massachusetts,42.54971,-73.26265
219,1238,2351,67708,5903,67.0,Lee,MA,Massachusetts,42.29522,-73.22879
220,1240,2201,68948,4441,81.9,Lenox,MA,Massachusetts,42.37208,-73.27646
221,1242,173,81172,471,369.1,Lenox Dale,MA,Massachusetts,42.33328,-73.24920999999999
222,1243,164,71979,257,6.9,Middlefield,MA,Massachusetts,42.351459999999996,-73.02322
223,1244,62,55556,74,23.8,Mill River,MA,Massachusetts,42.11608,-73.26271
224,1245,405,69821,809,13.6,Monterey,MA,Massachusetts,42.188179999999996,-73.21891
225,1247,6848,40928,15573,118.2,North Adams,MA,Massachusetts,42.69546,-73.07996
226,1253,365,74554,672,15.4,Otis,MA,Massachusetts,42.211870000000005,-73.11616
227,1254,471,92083,1014,25.7,Richmond,MA,Massachusetts,42.37982,-73.36545
228,1255,326,68636,972,6.8,Sandisfield,MA,Massachusetts,42.108340000000005,-73.1229
229,1256,321,55375,719,7.5,Savoy,MA,Massachusetts,42.596270000000004,-73.01957
230,1257,1014,59500,2003,22.6,Sheffield,MA,Massachusetts,42.09701,-73.36886
231,1258,195,57917,489,5.6,South Egremont,MA,Massachusetts,42.10257,-73.46175
232,1259,262,62727,528,9.7,Southfield,MA,Massachusetts,42.07553,-73.23564
233,1260,131,112756,481,36.9,South Lee,MA,Massachusetts,42.29587,-73.34517
234,1262,557,36042,1066,39.7,Stockbridge,MA,Massachusetts,42.29354,-73.31770999999999
235,1264,76,80000,196,4.7,Tyringham,MA,Massachusetts,42.23409,-73.19903000000001
236,1266,583,74107,1369,21.7,West Stockbridge,MA,Massachusetts,42.30802,-73.38405
237,1267,2405,78068,7955,56.6,Williamstown,MA,Massachusetts,42.67197,-73.23904
238,1270,342,80000,770,9.4,Windsor,MA,Massachusetts,42.514920000000004,-73.04125
239,1301,7995,48477,17713,268.1,Greenfield,MA,Massachusetts,42.62406,-72.60401
240,1330,632,74167,1367,17.5,Ashfield,MA,Massachusetts,42.51377,-72.81395
241,1331,5403,53733,13383,96.2,Athol,MA,Massachusetts,42.56728,-72.18293
242,1337,1101,66085,2498,26.9,Bernardston,MA,Massachusetts,42.695029999999996,-72.57711
243,1338,73,57750,127,20.9,Buckland,MA,Massachusetts,42.57358,-72.82134
244,1339,601,55313,1428,10.1,Charlemont,MA,Massachusetts,42.60801,-72.89005999999999
245,1340,722,53125,1808,15.0,Colrain,MA,Massachusetts,42.68319,-72.71797
246,1341,692,101023,1836,19.8,Conway,MA,Massachusetts,42.50447,-72.70514
247,1342,563,106146,1439,32.3,Deerfield,MA,Massachusetts,42.544509999999995,-72.60591
248,1343,25,85781,45,5.9,Drury,MA,Massachusetts,42.65444,-72.9811
249,1344,602,70109,1459,42.5,Erving,MA,Massachusetts,42.60777,-72.42882
250,1346,189,60208,427,9.6,Heath,MA,Massachusetts,42.68892,-72.817
251,1347,78,52647,175,110.7,Lake Pleasant,MA,Massachusetts,42.561370000000004,-72.51694
252,1349,462,61630,1292,54.8,Millers Falls,MA,Massachusetts,42.57271,-72.48329
253,1350,47,31458,91,4.4,Monroe Bridge,MA,Massachusetts,42.72265,-72.98244
254,1351,999,82548,2099,41.9,Montague,MA,Massachusetts,42.54282,-72.51905
255,1354,583,69226,1608,42.1,Gill,MA,Massachusetts,42.63366,-72.51108
256,1355,392,70313,949,7.2,New Salem,MA,Massachusetts,42.452890000000004,-72.33044
257,1360,1214,69028,2997,34.2,Northfield,MA,Massachusetts,42.67575,-72.44594000000001
258,1364,3185,43413,7785,78.4,Orange,MA,Massachusetts,42.61292,-72.29241
259,1366,493,65529,1269,12.2,Petersham,MA,Massachusetts,42.480540000000005,-72.18777
260,1367,231,55469,595,7.6,Rowe,MA,Massachusetts,42.6958,-72.91185
261,1368,528,72813,1170,11.6,Royalston,MA,Massachusetts,42.680820000000004,-72.18602
262,1370,1853,54036,4041,31.6,Shelburne Falls,MA,Massachusetts,42.59655,-72.72864
263,1373,1850,74022,4634,73.5,South Deerfield,MA,Massachusetts,42.47292,-72.61561999999999
264,1375,1597,54886,3659,100.0,Sunderland,MA,Massachusetts,42.465109999999996,-72.55461
265,1376,2375,43750,5123,735.1,Turners Falls,MA,Massachusetts,42.59533,-72.55579
266,1378,338,57885,773,8.8,Warwick,MA,Massachusetts,42.6748,-72.34581
267,1379,384,43500,830,10.4,Wendell,MA,Massachusetts,42.55285,-72.40252
268,1420,14828,51412,40737,513.7,Fitchburg,MA,Massachusetts,42.58578,-71.81662
269,1430,2024,85064,6253,63.6,Ashburnham,MA,Massachusetts,42.66019,-71.92369000000001
270,1431,1106,95833,3215,50.2,Ashby,MA,Massachusetts,42.676520000000004,-71.82323000000001
271,1432,3387,79750,7762,323.1,Ayer,MA,Massachusetts,42.56467,-71.57139000000001
272,1434,191,50547,1875,131.3,Devens,MA,Massachusetts,42.538540000000005,-71.6115
273,1436,1229,60156,3392,134.3,Baldwinville,MA,Massachusetts,42.605470000000004,-72.08848
274,1438,229,74142,711,398.2,East Templeton,MA,Massachusetts,42.5618,-72.0317
275,1440,8254,48915,20555,326.9,Gardner,MA,Massachusetts,42.587379999999996,-71.98648
276,1450,4101,123918,11301,125.4,Groton,MA,Massachusetts,42.61368,-71.56142
277,1451,1645,143625,4625,95.8,Harvard,MA,Massachusetts,42.50124,-71.57378
278,1452,1682,93387,4642,41.2,Hubbardston,MA,Massachusetts,42.48379,-72.00514
279,1453,16563,57610,41579,554.3,Leominster,MA,Massachusetts,42.51863,-71.76138
280,1460,3440,119177,9935,208.6,Littleton,MA,Massachusetts,42.53501,-71.4891
281,1462,4171,97775,11271,147.4,Lunenburg,MA,Massachusetts,42.58968,-71.7199
282,1463,4346,90029,12083,196.6,Pepperell,MA,Massachusetts,42.67127,-71.60426
283,1464,2426,67541,7598,185.9,Shirley,MA,Massachusetts,42.57331,-71.64837
284,1467,163,98036,363,64.6,Still River,MA,Massachusetts,42.48772,-71.61729
285,1468,1891,64872,4024,72.5,Templeton,MA,Massachusetts,42.55208,-72.06894
286,1469,2683,84489,7632,115.3,Townsend,MA,Massachusetts,42.66673,-71.69396
287,1473,2832,100071,7665,79.3,Westminster,MA,Massachusetts,42.55122,-71.90266
288,1474,715,84851,1823,82.6,West Townsend,MA,Massachusetts,42.667840000000005,-71.75220999999999
289,1475,3889,64539,10798,92.5,Winchendon,MA,Massachusetts,42.66667,-72.04899
290,1501,6642,74576,16549,401.4,Auburn,MA,Massachusetts,42.1972,-71.84534000000001
291,1503,1151,97417,3144,85.3,Berlin,MA,Massachusetts,42.38378,-71.63551
292,1504,3438,80260,9246,313.7,Blackstone,MA,Massachusetts,42.0399,-71.53121999999999
293,1505,1713,97074,4581,104.7,Boylston,MA,Massachusetts,42.35633,-71.72123
294,1506,1421,64219,3431,84.3,Brookfield,MA,Massachusetts,42.19365,-72.10441
295,1507,4889,93921,13482,118.8,Charlton,MA,Massachusetts,42.135090000000005,-71.96803
296,1510,5586,68362,13899,929.2,Clinton,MA,Massachusetts,42.4119,-71.68881999999999
297,1515,828,80234,2159,85.4,East Brookfield,MA,Massachusetts,42.20328,-72.0467
298,1516,3151,94531,8794,89.3,Douglas,MA,Massachusetts,42.05284,-71.75092
299,1518,1397,58438,3919,129.3,Fiskdale,MA,Massachusetts,42.123490000000004,-72.11861
300,1519,2468,106250,6741,233.3,Grafton,MA,Massachusetts,42.2011,-71.68019
301,1520,5420,99674,15645,298.9,Holden,MA,Massachusetts,42.335359999999994,-71.85284
302,1521,951,78348,2539,78.0,Holland,MA,Massachusetts,42.06012,-72.16592
303,1522,1239,104508,3176,78.0,Jefferson,MA,Massachusetts,42.381370000000004,-71.86913
304,1523,2245,104630,7749,116.2,Lancaster,MA,Massachusetts,42.47971,-71.67844000000001
305,1524,2597,64135,6902,161.8,Leicester,MA,Massachusetts,42.24923,-71.91983
306,1525,94,64135,400,249.5,Linwood,MA,Massachusetts,42.10683,-71.63235999999999
