,state,town,poverty,hs_completion,townstate,ZCTA,n_households,med_income,population,density,city,state_id,state_name,lat,lng,crime_rate
5872,Indiana,Butler,12.5,81.3,"Butler, Indiana",46721,1774,57326,4981,24.3,Butler,IN,Indiana,41.42359,-84.87445,
5873,Indiana,Butlerville,22.8,62.0,"Butlerville, Indiana",47223,573,52829,1195,10.0,Butlerville,IN,Indiana,39.04911,-85.47891,
5874,Indiana,Cambridge City,16.5,80.5,"Cambridge City, Indiana",47327,1777,41065,4626,32.5,Cambridge City,IN,Indiana,39.83125,-85.17383000000002,
5875,Indiana,Camden,12.3,92.5,"Camden, Indiana",46917,696,48103,1657,13.3,Camden,IN,Indiana,40.62283,-86.46925999999998,
5876,Indiana,Campbellsburg,34.2,82.1,"Campbellsburg, Indiana",47108,859,41875,2249,10.7,Campbellsburg,IN,Indiana,38.64149000000001,-86.25874,
5877,Indiana,Canaan,0,92.1,"Canaan, Indiana",47224,203,44009,642,10.9,Canaan,IN,Indiana,38.88697,-85.22128000000002,
5878,Indiana,Cannelburg,11.4,63.3,"Cannelburg, Indiana",47519,227,93219,930,10.2,Cannelburg,IN,Indiana,38.60324,-86.98645,
5879,Indiana,Cannelton,28.5,87.1,"Cannelton, Indiana",47520,1273,38319,2854,15.5,Cannelton,IN,Indiana,37.98604,-86.59334,
5880,Indiana,Carbon,26.9,89.6,"Carbon, Indiana",47837,471,37625,1180,16.3,Carbon,IN,Indiana,39.63084,-87.11328,
5881,Indiana,Carlisle,24.5,91.4,"Carlisle, Indiana",47838,670,52604,3585,14.9,Carlisle,IN,Indiana,38.95546,-87.3779,
5882,Indiana,Carmel,3.7,97.9,"Carmel, Indiana",46032,18668,97184,48853,631.6,Carmel,IN,Indiana,39.96583,-86.17108,828.0
5883,Indiana,Carmel,3.7,97.9,"Carmel, Indiana",46033,13415,124712,38569,785.0,Carmel,IN,Indiana,39.97888,-86.08543,828.0
5884,Indiana,Carthage,23.6,83.0,"Carthage, Indiana",46115,759,51157,1873,20.2,Carthage,IN,Indiana,39.7391,-85.56628,
5885,Indiana,Cayuga,20.9,88.7,"Cayuga, Indiana",47928,815,51010,2129,18.3,Cayuga,IN,Indiana,39.93048,-87.46735,
5886,Indiana,Cedar Grove,18.5,84.8,"Cedar Grove, Indiana",47016,291,71250,949,15.6,Cedar Grove,IN,Indiana,39.37669,-84.887,
5887,Indiana,Cedar Lake,9.9,90.3,"Cedar Lake, Indiana",46303,4924,69630,14644,198.5,Cedar Lake,IN,Indiana,41.37127,-87.47636999999997,231.0
5888,Indiana,Centerville,20.4,88.0,"Centerville, Indiana",47330,2176,52821,5509,37.4,Centerville,IN,Indiana,39.78638,-85.02216999999997,
5889,Indiana,Chalmers,9,93.8,"Chalmers, Indiana",47929,288,59167,710,7.1,Chalmers,IN,Indiana,40.67631,-86.91639,
5890,Indiana,Chandler,18.6,90.1,"Chandler, Indiana",47610,2020,53375,5028,56.2,Chandler,IN,Indiana,38.05726,-87.40168,
5891,Indiana,Charlestown,14.6,81.9,"Charlestown, Indiana",47111,5571,57352,16612,70.2,Charlestown,IN,Indiana,38.46471,-85.62776,253.0
5892,Indiana,Chesterton,8.1,93.2,"Chesterton, Indiana",46304,9328,74790,24906,174.3,Chesterton,IN,Indiana,41.61094,-87.04597,184.0
5893,Indiana,Chrisney,15,91.6,"Chrisney, Indiana",47611,488,70179,1559,12.5,Chrisney,IN,Indiana,38.02797,-87.0534,
5894,Indiana,Churubusco,12,94.2,"Churubusco, Indiana",46723,3080,59167,7878,47.6,Churubusco,IN,Indiana,41.23982,-85.32565,
5895,Indiana,Cicero,5.9,92.7,"Cicero, Indiana",46034,2707,72920,6434,90.2,Cicero,IN,Indiana,40.12976,-86.03814,
5896,Indiana,Clarks Hill,16.4,83.6,"Clarks Hill, Indiana",47930,485,57422,1374,16.5,Clarks Hill,IN,Indiana,40.23714,-86.74237,3.0
5897,Indiana,Clarksville,11.5,86.2,"Clarksville, Indiana",47129,8239,40991,19669,799.3,Clarksville,IN,Indiana,38.31387,-85.76895999999998,
5898,Indiana,Clay City,14.4,88.7,"Clay City, Indiana",47841,859,47434,2259,12.5,Clay City,IN,Indiana,39.275,-87.11502,
5899,Indiana,Claypool,24.1,66.2,"Claypool, Indiana",46510,1537,54564,3997,20.9,Claypool,IN,Indiana,41.11969000000001,-85.87335999999998,
5900,Indiana,Clayton,6.7,93.8,"Clayton, Indiana",46118,1934,70233,4944,35.5,Clayton,IN,Indiana,39.65375,-86.52221999999998,
5901,Indiana,Clifford,16,90.3,"Clifford, Indiana",47226,65,44009,231,752.9,Clifford,IN,Indiana,39.28251,-85.86910999999998,
5902,Indiana,Clinton,20.2,86.2,"Clinton, Indiana",47842,4143,43295,9612,54.2,Clinton,IN,Indiana,39.67855,-87.4636,168.0
5903,Indiana,Cloverdale,13.8,86.9,"Cloverdale, Indiana",46120,2131,58453,5090,25.0,Cloverdale,IN,Indiana,39.5132,-86.787,
5904,Indiana,Coatesville,13.7,79.9,"Coatesville, Indiana",46121,2043,61422,5716,37.4,Coatesville,IN,Indiana,39.67723,-86.67206999999998,
5905,Indiana,Colfax,18.5,82.8,"Colfax, Indiana",46035,394,56250,1082,17.9,Colfax,IN,Indiana,40.19001,-86.67809,
5906,Indiana,Columbia City,14.7,87.5,"Columbia City, Indiana",46725,9274,56953,23361,43.4,Columbia City,IN,Indiana,41.14912,-85.47485,151.0
5907,Indiana,Columbus,12.2,91.5,"Columbus, Indiana",47201,17518,55259,44127,78.7,Columbus,IN,Indiana,39.15769,-85.99067,
5908,Indiana,Columbus,12.2,91.5,"Columbus, Indiana",47203,10394,60791,27320,128.6,Columbus,IN,Indiana,39.23161,-85.83295,
5909,Indiana,Connersville,24.2,78.2,"Connersville, Indiana",47331,9123,40738,22508,47.5,Connersville,IN,Indiana,39.62981,-85.16411,
5910,Indiana,Converse,20.1,84.6,"Converse, Indiana",46919,987,54583,2644,21.9,Converse,IN,Indiana,40.5896,-85.86881,
5911,Indiana,Corunna,26.6,79.5,"Corunna, Indiana",46730,479,57250,1021,19.0,Corunna,IN,Indiana,41.45324,-85.15548000000003,
5912,Indiana,Corydon,21.2,84.1,"Corydon, Indiana",47112,6477,55806,16246,39.9,Corydon,IN,Indiana,38.19537,-86.14434,45.0
5913,Indiana,Covington,10.7,91.6,"Covington, Indiana",47932,2111,53972,5001,19.0,Covington,IN,Indiana,40.1292,-87.40884,
5914,Indiana,Crandall,23.1,83.9,"Crandall, Indiana",47114,133,46583,295,157.3,Crandall,IN,Indiana,38.28835,-86.07173,
5915,Indiana,Crane,11.9,87.8,"Crane, Indiana",47522,102,55577,470,11.2,Crane,IN,Indiana,38.88884,-86.83635,
5916,Indiana,Crawfordsville,15.5,85.9,"Crawfordsville, Indiana",47933,11200,52383,27661,46.0,Crawfordsville,IN,Indiana,40.03865,-86.89671,470.0
5917,Indiana,Cromwell,16,72.8,"Cromwell, Indiana",46732,1128,54621,3660,53.9,Cromwell,IN,Indiana,41.37885,-85.62355,
5918,Indiana,Crothersville,14.5,91.1,"Crothersville, Indiana",47229,1125,51483,3122,24.9,Crothersville,IN,Indiana,38.8041,-85.86738000000003,
5919,Indiana,Crown Point,7.8,91.9,"Crown Point, Indiana",46307,22811,77381,62274,267.2,Crown Point,IN,Indiana,41.40259,-87.32767,371.0
5920,Indiana,Culver,12.3,91.3,"Culver, Indiana",46511,1669,44137,4254,25.6,Culver,IN,Indiana,41.22006,-86.42695,28.0
5921,Indiana,Cynthiana,12.4,82.6,"Cynthiana, Indiana",47612,316,51842,737,20.9,Cynthiana,IN,Indiana,38.19303,-87.69924,
5922,Indiana,Dale,9.8,75.2,"Dale, Indiana",47523,1256,51019,3316,20.2,Dale,IN,Indiana,38.17218,-87.02768,
5923,Indiana,Daleville,11.9,91.8,"Daleville, Indiana",47334,1309,56212,3267,47.4,Daleville,IN,Indiana,40.11771,-85.52701,
5924,Indiana,Dana,21.8,85.1,"Dana, Indiana",47847,458,55893,1185,8.6,Dana,IN,Indiana,39.82545,-87.48739,
5925,Indiana,Danville,7.2,93.6,"Danville, Indiana",46122,5771,66003,16469,64.3,Danville,IN,Indiana,39.76859,-86.54963000000002,158.0
5926,Indiana,Darlington,11.7,90.4,"Darlington, Indiana",47940,653,54306,1742,13.5,Darlington,IN,Indiana,40.11759,-86.7466,
5927,Indiana,Dayton,14.6,92.1,"Dayton, Indiana",47941,566,50857,1383,633.6,Dayton,IN,Indiana,40.3761,-86.77391,
5928,Indiana,Decatur,20.2,87.0,"Decatur, Indiana",46733,7663,49708,18715,42.0,Decatur,IN,Indiana,40.82852000000001,-84.9401,177.0
5929,Indiana,Decker,17.7,83.7,"Decker, Indiana",47524,177,66250,459,4.6,Decker,IN,Indiana,38.4866,-87.61273,
5930,Indiana,Delphi,16,79.5,"Delphi, Indiana",46923,3194,52353,8246,23.1,Delphi,IN,Indiana,40.60636,-86.6459,67.0
5931,Indiana,Denver,9.9,82.8,"Denver, Indiana",46926,683,53203,1471,18.8,Denver,IN,Indiana,40.88287,-86.05516999999998,
5932,Indiana,Deputy,0,100.0,"Deputy, Indiana",47230,612,49125,1526,15.6,Deputy,IN,Indiana,38.79501,-85.62978000000003,
5933,Indiana,Dillsboro,24.3,83.7,"Dillsboro, Indiana",47018,1665,64471,4348,23.2,Dillsboro,IN,Indiana,38.98743,-85.08281,
5934,Indiana,Dublin,20.7,87.2,"Dublin, Indiana",47335,321,30938,647,609.4,Dublin,IN,Indiana,39.81234,-85.2049,
5935,Indiana,Dubois,30.1,69.2,"Dubois, Indiana",47527,660,56154,1572,13.7,Dubois,IN,Indiana,38.47214,-86.77974,
5936,Indiana,Dugger,6.6,92.9,"Dugger, Indiana",47848,722,46875,1670,38.7,Dugger,IN,Indiana,39.03865,-87.26313,
5937,Indiana,Dunkirk,24.5,77.1,"Dunkirk, Indiana",47336,1354,37724,3142,31.3,Dunkirk,IN,Indiana,40.3961,-85.20756,
5938,Indiana,Dunreith,6.8,86.8,"Dunreith, Indiana",47337,59,46250,177,424.9,Dunreith,IN,Indiana,39.80246,-85.43732,
5939,Indiana,Dupont,7.9,90.4,"Dupont, Indiana",47231,409,42309,794,15.9,Dupont,IN,Indiana,38.89925,-85.49578000000002,
5940,Indiana,Dyer,3.6,94.3,"Dyer, Indiana",46311,7875,79963,21627,590.4,Dyer,IN,Indiana,41.46533,-87.50896999999998,181.0
5941,Indiana,Earl Park,19.3,89.5,"Earl Park, Indiana",47942,284,52500,666,4.5,Earl Park,IN,Indiana,40.6855,-87.44579,
5942,Indiana,East Chicago,34.6,72.1,"East Chicago, Indiana",46312,10256,30205,28448,818.6,East Chicago,IN,Indiana,41.64701,-87.45443,
5943,Indiana,Eaton,19,90.1,"Eaton, Indiana",47338,1106,49405,2682,39.0,Eaton,IN,Indiana,40.3399,-85.3409,
5944,Indiana,Economy,11.3,82.9,"Economy, Indiana",47339,233,47679,499,19.5,Economy,IN,Indiana,39.96271,-85.09496,
5945,Indiana,Edinburgh,17.9,84.3,"Edinburgh, Indiana",46124,3146,50516,8564,50.9,Edinburgh,IN,Indiana,39.37336,-85.92745,550.0
5946,Indiana,Edwardsport,10.9,81.3,"Edwardsport, Indiana",47528,188,42321,462,9.8,Edwardsport,IN,Indiana,38.8378,-87.25694,
5947,Indiana,Elberfeld,10.2,93.4,"Elberfeld, Indiana",47613,1056,73393,3156,19.6,Elberfeld,IN,Indiana,38.15751,-87.41729000000002,
5948,Indiana,Elizabeth,7.9,93.0,"Elizabeth, Indiana",47117,1564,59628,4363,20.5,Elizabeth,IN,Indiana,38.10535,-85.97309,
5949,Indiana,Elizabethtown,35.3,77.2,"Elizabethtown, Indiana",47232,1071,58063,3284,34.5,Elizabethtown,IN,Indiana,39.11336,-85.7931,
5950,Indiana,Elkhart,24.8,76.1,"Elkhart, Indiana",46514,16377,51019,41297,403.3,Elkhart,IN,Indiana,41.72343,-85.97468,
5951,Indiana,Elkhart,24.8,76.1,"Elkhart, Indiana",46516,11715,42280,31960,725.8,Elkhart,IN,Indiana,41.67572,-85.94445999999998,
5952,Indiana,Elkhart,24.8,76.1,"Elkhart, Indiana",46517,8567,47546,26177,249.3,Elkhart,IN,Indiana,41.62477,-85.99696,
5953,Indiana,Ellettsville,15.3,86.5,"Ellettsville, Indiana",47429,3530,57900,8819,125.1,Ellettsville,IN,Indiana,39.27332,-86.61591999999997,122.0
5954,Indiana,Elnora,22.6,81.1,"Elnora, Indiana",47529,458,38468,1057,12.7,Elnora,IN,Indiana,38.86025,-87.07992,
5955,Indiana,Elwood,22.5,82.7,"Elwood, Indiana",46036,4795,42865,11850,57.3,Elwood,IN,Indiana,40.29519000000001,-85.83109,187.0
5956,Indiana,English,35.8,73.7,"English, Indiana",47118,1255,38438,3150,9.5,English,IN,Indiana,38.29755,-86.48768000000003,
5957,Indiana,Etna Green,9.2,85.4,"Etna Green, Indiana",46524,729,58365,2353,26.3,Etna Green,IN,Indiana,41.29718,-86.02112,
5958,Indiana,Evansville,23.3,86.9,"Evansville, Indiana",47708,174,32727,329,305.8,Evansville,IN,Indiana,37.97444,-87.57379,
5959,Indiana,Evansville,23.3,86.9,"Evansville, Indiana",47710,7963,35762,19081,857.3,Evansville,IN,Indiana,38.0256,-87.57598,
5960,Indiana,Evansville,23.3,86.9,"Evansville, Indiana",47711,13044,50844,32357,748.8,Evansville,IN,Indiana,38.01537,-87.53589000000002,
5961,Indiana,Evansville,23.3,86.9,"Evansville, Indiana",47712,10497,48544,26881,158.4,Evansville,IN,Indiana,37.92865,-87.66006999999998,
5962,Indiana,Evansville,23.3,86.9,"Evansville, Indiana",47713,4435,24947,10427,1106.3,Evansville,IN,Indiana,37.95399000000001,-87.55958000000003,
5963,Indiana,Evansville,23.3,86.9,"Evansville, Indiana",47714,13642,35868,34250,1649.4,Evansville,IN,Indiana,37.95755,-87.52111,
5964,Indiana,Evansville,23.3,86.9,"Evansville, Indiana",47715,13149,42251,26340,450.0,Evansville,IN,Indiana,37.96998,-87.48425999999998,
5965,Indiana,Evansville,23.3,86.9,"Evansville, Indiana",47720,6948,60480,17589,121.0,Evansville,IN,Indiana,38.06051,-87.6425,
5966,Indiana,Evansville,23.3,86.9,"Evansville, Indiana",47725,6256,86626,17267,107.3,Evansville,IN,Indiana,38.10708,-87.52564,
5967,Indiana,Fairland,7,93.5,"Fairland, Indiana",46126,1943,66747,5217,55.2,Fairland,IN,Indiana,39.62051,-85.88837,
5968,Indiana,Fairmount,18.5,87.4,"Fairmount, Indiana",46928,1781,47396,4477,26.4,Fairmount,IN,Indiana,40.40805,-85.68643,34.0
5969,Indiana,Farmersburg,16.1,94.3,"Farmersburg, Indiana",47850,961,54781,2386,18.6,Farmersburg,IN,Indiana,39.24585,-87.43141999999997,
5970,Indiana,Farmland,13.5,90.8,"Farmland, Indiana",47340,1174,52063,2848,21.0,Farmland,IN,Indiana,40.18107,-85.1323,
5971,Indiana,Ferdinand,6.8,86.9,"Ferdinand, Indiana",47532,1758,67737,4499,25.6,Ferdinand,IN,Indiana,38.22117,-86.86048000000002,
5972,Indiana,Fillmore,10.6,88.1,"Fillmore, Indiana",46128,739,54950,2000,21.5,Fillmore,IN,Indiana,39.65568,-86.74283,
5973,Indiana,Fishers,3.3,97.5,"Fishers, Indiana",46037,13844,111873,42231,732.0,Fishers,IN,Indiana,39.96035,-85.94715,965.0
5974,Indiana,Fishers,3.3,97.5,"Fishers, Indiana",46038,16607,84619,42524,921.8,Fishers,IN,Indiana,39.96739,-86.0168,965.0
5975,Indiana,Flora,14.2,89.9,"Flora, Indiana",46929,1131,55329,2980,24.2,Flora,IN,Indiana,40.54821,-86.46999,
5976,Indiana,Florence,100,44.4,"Florence, Indiana",47020,405,52163,1192,23.4,Florence,IN,Indiana,38.81667,-84.9331,
5977,Indiana,Fort Branch,9.2,94.7,"Fort Branch, Indiana",47648,1718,59071,4242,31.5,Fort Branch,IN,Indiana,38.24637,-87.55153,
5978,Indiana,Fortville,5,94.9,"Fortville, Indiana",46040,3926,94245,11459,115.4,Fortville,IN,Indiana,39.92744,-85.83548,
5979,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46802,4535,31340,10235,1010.8,Fort Wayne,IN,Indiana,41.06794,-85.16311999999998,
5980,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46803,3480,20837,9378,570.7,Fort Wayne,IN,Indiana,41.07084,-85.0886,
5981,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46804,11978,66358,28780,546.3,Fort Wayne,IN,Indiana,41.05123,-85.24061999999998,
5982,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46805,9149,38350,21207,1276.1,Fort Wayne,IN,Indiana,41.09937,-85.11751,
5983,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46806,8732,27449,26056,989.5,Fort Wayne,IN,Indiana,41.04682,-85.08837,
5984,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46807,6453,45659,17348,1934.2,Fort Wayne,IN,Indiana,41.04495,-85.14761,
5985,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46808,8162,39528,19386,695.7,Fort Wayne,IN,Indiana,41.09846,-85.17704,
5986,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46809,4045,36541,8365,150.9,Fort Wayne,IN,Indiana,41.00051,-85.20626999999998,
5987,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46814,4235,108638,12438,278.4,Fort Wayne,IN,Indiana,41.04592,-85.30348000000002,
5988,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46815,10642,55073,28548,983.3,Fort Wayne,IN,Indiana,41.10319000000001,-85.05722,
5989,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46816,7406,34989,19219,191.4,Fort Wayne,IN,Indiana,41.0046,-85.03839,
5990,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46818,7649,58330,20746,109.7,Fort Wayne,IN,Indiana,41.14787000000001,-85.25016,
5991,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46819,3996,47275,9580,132.1,Fort Wayne,IN,Indiana,40.96587,-85.13179000000002,
5992,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46825,12161,52148,29331,704.2,Fort Wayne,IN,Indiana,41.15301,-85.12541,
5993,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46835,14104,60287,34749,612.2,Fort Wayne,IN,Indiana,41.15191,-85.0461,
5994,Indiana,Fort Wayne,17.8,88.6,"Fort Wayne, Indiana",46845,7929,88584,22929,375.2,Fort Wayne,IN,Indiana,41.20487,-85.10807,
5995,Indiana,Fountain City,14.9,84.5,"Fountain City, Indiana",47341,829,53365,2339,24.1,Fountain City,IN,Indiana,39.97229,-84.89278,
5996,Indiana,Fowler,17.4,88.0,"Fowler, Indiana",47944,1470,47685,3412,7.5,Fowler,IN,Indiana,40.61421,-87.33035,61.0
5997,Indiana,Fowlerton,17.1,84.1,"Fowlerton, Indiana",46930,27,47917,90,365.6,Fowlerton,IN,Indiana,40.40894,-85.57231999999998,
5998,Indiana,Francesville,11.2,93.4,"Francesville, Indiana",47946,935,56737,2113,8.5,Francesville,IN,Indiana,40.98176,-86.86838,
5999,Indiana,Francisco,15.1,87.6,"Francisco, Indiana",47649,609,65265,1519,12.6,Francisco,IN,Indiana,38.35216,-87.44734,
6000,Indiana,Frankfort,16.3,79.3,"Frankfort, Indiana",46041,8465,48651,22664,36.7,Frankfort,IN,Indiana,40.29749,-86.49186999999998,539.0
6001,Indiana,Franklin,10.4,88.6,"Franklin, Indiana",46131,11700,57975,32371,95.8,Franklin,IN,Indiana,39.47214,-86.04308,
6002,Indiana,Frankton,7.1,89.6,"Frankton, Indiana",46044,1146,54491,3068,52.3,Frankton,IN,Indiana,40.20944,-85.79019,
6003,Indiana,Fredericksburg,52.6,50.0,"Fredericksburg, Indiana",47120,363,87674,725,19.5,Fredericksburg,IN,Indiana,38.45656,-86.18852,
6004,Indiana,Freelandville,6.8,96.2,"Freelandville, Indiana",47535,243,46607,823,62.5,Freelandville,IN,Indiana,38.87232,-87.30761,
6005,Indiana,Freetown,3.4,63.4,"Freetown, Indiana",47235,561,53083,1516,17.1,Freetown,IN,Indiana,38.996,-86.13625,
6006,Indiana,Fremont,12.1,89.3,"Fremont, Indiana",46737,3217,58919,7502,41.9,Fremont,IN,Indiana,41.72153,-84.92388000000003,
6007,Indiana,French Lick,26.7,76.6,"French Lick, Indiana",47432,1978,40130,4617,21.2,French Lick,IN,Indiana,38.48988,-86.64364,
6008,Indiana,Fulton,17.4,92.5,"Fulton, Indiana",46931,80,36667,161,1053.5,Fulton,IN,Indiana,40.94759000000001,-86.26441,
6009,Indiana,Galveston,11.2,94.9,"Galveston, Indiana",46932,1413,51927,3219,24.1,Galveston,IN,Indiana,40.59751,-86.25756,
6010,Indiana,Garrett,20.1,86.9,"Garrett, Indiana",46738,3167,42876,8544,117.1,Garrett,IN,Indiana,41.32174000000001,-85.13686,135.0
6011,Indiana,Gary,35.8,84.9,"Gary, Indiana",46402,2607,19028,6436,682.1,Gary,IN,Indiana,41.59942,-87.33072,
6012,Indiana,Gary,35.8,84.9,"Gary, Indiana",46403,5707,37688,13567,588.0,Gary,IN,Indiana,41.6047,-87.26341,
6013,Indiana,Gary,35.8,84.9,"Gary, Indiana",46404,6981,30305,17014,1170.0,Gary,IN,Indiana,41.58407,-87.37465999999998,
6014,Indiana,Gary,35.8,84.9,"Gary, Indiana",46406,3799,30554,9554,296.6,Gary,IN,Indiana,41.60297,-87.40801,
6015,Indiana,Gary,35.8,84.9,"Gary, Indiana",46407,4848,21209,11345,1154.8,Gary,IN,Indiana,41.57849,-87.33024,
6016,Indiana,Gary,35.8,84.9,"Gary, Indiana",46408,6338,33606,15728,674.2,Gary,IN,Indiana,41.54464,-87.36943000000002,
6017,Indiana,Gary,35.8,84.9,"Gary, Indiana",46409,2887,29271,7350,966.8,Gary,IN,Indiana,41.54838,-87.32422,
6018,Indiana,Gas City,16.5,86.8,"Gas City, Indiana",46933,2590,44053,6164,217.1,Gas City,IN,Indiana,40.47986,-85.58235,137.0
6019,Indiana,Gaston,17.4,87.1,"Gaston, Indiana",47342,1125,52572,2639,20.8,Gaston,IN,Indiana,40.32198,-85.51233,
6020,Indiana,Geneva,18.1,83.3,"Geneva, Indiana",46740,1316,41985,4333,25.5,Geneva,IN,Indiana,40.60209,-84.96445,
6021,Indiana,Gentryville,28.7,88.4,"Gentryville, Indiana",47537,366,76310,998,20.0,Gentryville,IN,Indiana,38.10582,-87.07233000000002,
6022,Indiana,Georgetown,1.3,96.7,"Georgetown, Indiana",47122,3616,76235,10910,108.4,Georgetown,IN,Indiana,38.30471,-85.98253000000003,23.0
6023,Indiana,Glenwood,12.1,88.7,"Glenwood, Indiana",46133,270,58472,742,12.8,Glenwood,IN,Indiana,39.59155,-85.29961999999998,
6024,Indiana,Goodland,18.7,85.8,"Goodland, Indiana",47948,561,42125,1488,9.5,Goodland,IN,Indiana,40.77706,-87.28169,
6025,Indiana,Goshen,17.3,76.9,"Goshen, Indiana",46526,11637,52261,32513,176.6,Goshen,IN,Indiana,41.55314,-85.88346999999997,
6026,Indiana,Goshen,17.3,76.9,"Goshen, Indiana",46528,8540,60695,27165,142.2,Goshen,IN,Indiana,41.60606,-85.78551999999998,
6027,Indiana,Gosport,21.1,84.4,"Gosport, Indiana",47433,1686,58575,3902,19.2,Gosport,IN,Indiana,39.35589,-86.65252,
6028,Indiana,Grabill,17.5,96.8,"Grabill, Indiana",46741,1505,51967,4591,69.0,Grabill,IN,Indiana,41.21131,-84.9499,
6029,Indiana,Grandview,10.8,87.1,"Grandview, Indiana",47615,723,47697,1756,17.3,Grandview,IN,Indiana,37.97103,-86.95902,
6030,Indiana,Granger,4.1,96.6,"Granger, Indiana",46530,10580,97098,31593,475.0,Granger,IN,Indiana,41.73988,-86.1274,
6031,Indiana,Greencastle,13.8,88.0,"Greencastle, Indiana",46135,6687,51928,20800,48.7,Greencastle,IN,Indiana,39.65835,-86.89229,
6032,Indiana,Greenfield,12.9,91.1,"Greenfield, Indiana",46140,15446,60490,39638,87.8,Greenfield,IN,Indiana,39.80339,-85.77069,521.0
6033,Indiana,Greensboro,25.7,90.4,"Greensboro, Indiana",47344,42,31250,128,378.5,Greensboro,IN,Indiana,39.87833,-85.46549,
6034,Indiana,Greensburg,12.5,90.0,"Greensburg, Indiana",47240,8430,53249,21579,26.9,Greensburg,IN,Indiana,39.32318,-85.47993000000002,107.0
6035,Indiana,Greens Fork,23.8,83.5,"Greens Fork, Indiana",47345,491,59271,1475,18.8,Greens Fork,IN,Indiana,39.89096,-85.04865,
6036,Indiana,Greentown,13,89.3,"Greentown, Indiana",46936,2272,64926,5947,35.0,Greentown,IN,Indiana,40.47942000000001,-85.93093,
6037,Indiana,Greenville,6.5,96.5,"Greenville, Indiana",47124,1455,75404,4607,67.2,Greenville,IN,Indiana,38.36794,-86.00836,
6038,Indiana,Greenwood,12.2,91.1,"Greenwood, Indiana",46142,11257,73229,29871,784.7,Greenwood,IN,Indiana,39.62021,-86.17654,
6039,Indiana,Greenwood,12.2,91.1,"Greenwood, Indiana",46143,20475,67023,56217,384.4,Greenwood,IN,Indiana,39.59509,-86.11657,
6040,Indiana,Griffin,28.5,80.6,"Griffin, Indiana",47616,99,28750,282,3.3,Griffin,IN,Indiana,38.23664,-87.89822,
6041,Indiana,Griffith,8.9,93.0,"Griffith, Indiana",46319,7062,57585,17781,766.2,Griffith,IN,Indiana,41.5258,-87.42227,408.0
6042,Indiana,Hagerstown,13.8,93.5,"Hagerstown, Indiana",47346,1471,50082,3945,35.0,Hagerstown,IN,Indiana,39.93435,-85.16285,14.0
6043,Indiana,Hamilton,13.7,92.9,"Hamilton, Indiana",46742,1366,61167,3613,26.5,Hamilton,IN,Indiana,41.54975,-84.87894,
6044,Indiana,Hamlet,16,81.8,"Hamlet, Indiana",46532,736,57500,1594,13.9,Hamlet,IN,Indiana,41.4183,-86.61876,
6045,Indiana,Hammond,22.2,80.3,"Hammond, Indiana",46320,5150,30353,13703,896.4,Hammond,IN,Indiana,41.63398,-87.50385,
6046,Indiana,Hammond,22.2,80.3,"Hammond, Indiana",46323,8062,48285,22185,1418.3,Hammond,IN,Indiana,41.58967,-87.45328,
6047,Indiana,Hammond,22.2,80.3,"Hammond, Indiana",46324,8459,45930,22039,2031.8,Hammond,IN,Indiana,41.58307,-87.50169,
6048,Indiana,Hammond,22.2,80.3,"Hammond, Indiana",46327,3782,43926,11631,1131.5,Hammond,IN,Indiana,41.63866,-87.50686999999998,
6049,Indiana,Hanna,15,95.4,"Hanna, Indiana",46340,376,66071,815,12.5,Hanna,IN,Indiana,41.38418,-86.76905,
6050,Indiana,Hanover,17.8,88.4,"Hanover, Indiana",47243,2089,49638,6053,65.7,Hanover,IN,Indiana,38.67094,-85.48023,
6051,Indiana,Hardinsburg,26,87.4,"Hardinsburg, Indiana",47125,630,49500,1646,15.4,Hardinsburg,IN,Indiana,38.4607,-86.30863000000002,
6052,Indiana,Harlan,6,71.7,"Harlan, Indiana",46743,727,59129,2202,34.0,Harlan,IN,Indiana,41.21538,-84.85112,
6053,Indiana,Harmony,3.9,88.5,"Harmony, Indiana",47853,49,53750,110,1197.4,Harmony,IN,Indiana,39.53822,-87.07283000000002,
6054,Indiana,Harrodsburg,31,88.4,"Harrodsburg, Indiana",47434,0,58575,0,599.1,Harrodsburg,IN,Indiana,39.01188,-86.54723,
