,state,town,poverty,hs_completion,townstate,ZCTA,n_households,med_income,population,density,city,state_id,state_name,lat,lng,crime_rate
0,Alabama,Abbeville,20.7,79.1,"Abbeville, Alabama",36310,2555,40186,6055,12.2,Abbeville,AL,Alabama,31.60296,-85.2163,62.0
1,Alabama,Adamsville,16,83.5,"Adamsville, Alabama",35005,2792,50271,7528,89.3,Adamsville,AL,Alabama,33.59515,-87.00089,269.0
2,Alabama,Addison,34.2,85.1,"Addison, Alabama",35540,1075,45074,2436,12.6,Addison,AL,Alabama,34.23388,-87.18817,15.0
3,Alabama,Akron,48.7,62.8,"Akron, Alabama",35441,372,36731,1089,6.1,Akron,AL,Alabama,32.85374,-87.73861,
4,Alabama,Alabaster,11.1,88.8,"Alabaster, Alabama",35007,8628,69691,26328,270.8,Alabaster,AL,Alabama,33.21591,-86.79717,585.0
5,Alabama,Alabaster,11.1,88.8,"Alabaster, Alabama",35114,3022,80948,8624,223.3,Alabaster,AL,Alabama,33.22306,-86.87245,585.0
6,Alabama,Albertville,28.7,76.2,"Albertville, Alabama",35950,7255,38147,21556,180.4,Albertville,AL,Alabama,34.25261,-86.26201,750.0
7,Alabama,Albertville,28.7,76.2,"Albertville, Alabama",35951,4375,34483,12911,69.4,Albertville,AL,Alabama,34.34125,-86.16165,750.0
8,Alabama,Alexander City,27.6,81.0,"Alexander City, Alabama",35010,8142,36795,20625,36.9,Alexander City,AL,Alabama,32.91644,-85.9368,934.0
9,Alabama,Alexandria,6.1,87.3,"Alexandria, Alabama",36250,1820,68654,4958,100.7,Alexandria,AL,Alabama,33.76778,-85.89685,
10,Alabama,Aliceville,34.6,66.9,"Aliceville, Alabama",35442,1925,30917,6237,8.1,Aliceville,AL,Alabama,33.07371,-88.19359,29.0
11,Alabama,Allgood,27.3,47.9,"Allgood, Alabama",35013,18,36795,40,1654.4,Allgood,AL,Alabama,33.90169,-86.51787,
12,Alabama,Altoona,16.1,79.3,"Altoona, Alabama",35952,2640,39342,7482,27.2,Altoona,AL,Alabama,34.05283,-86.30823000000002,
13,Alabama,Andalusia,17.3,84.7,"Andalusia, Alabama",36420,4278,42726,10369,15.5,Andalusia,AL,Alabama,31.17685,-86.57649,561.0
14,Alabama,Andalusia,17.3,84.7,"Andalusia, Alabama",36421,3995,42988,9861,17.2,Andalusia,AL,Alabama,31.32473,-86.50656,561.0
15,Alabama,Anderson,16.1,79.7,"Anderson, Alabama",35610,812,40586,1702,18.0,Anderson,AL,Alabama,34.95098,-87.24209,9.0
16,Alabama,Anniston,29.5,81.9,"Anniston, Alabama",36201,7510,27266,18052,208.6,Anniston,AL,Alabama,33.65146,-85.8788,
17,Alabama,Anniston,29.5,81.9,"Anniston, Alabama",36205,159,66397,688,57.0,Anniston,AL,Alabama,33.71723,-85.79495,
18,Alabama,Anniston,29.5,81.9,"Anniston, Alabama",36206,4556,44882,11541,276.2,Anniston,AL,Alabama,33.73408,-85.81433,
19,Alabama,Anniston,29.5,81.9,"Anniston, Alabama",36207,8395,45458,19746,103.6,Anniston,AL,Alabama,33.68027,-85.71375,
20,Alabama,Arab,17.6,87.9,"Arab, Alabama",35016,6339,45435,16112,87.1,Arab,AL,Alabama,34.32333,-86.50143,581.0
21,Alabama,Ardmore,20.9,81.0,"Ardmore, Alabama",35739,2086,50315,5048,73.3,Ardmore,AL,Alabama,34.969,-86.79579,31.0
22,Alabama,Ariton,39.4,75.8,"Ariton, Alabama",36311,963,40598,2715,8.9,Ariton,AL,Alabama,31.60246,-85.6815,13.0
23,Alabama,Arley,35,77.6,"Arley, Alabama",35541,1448,44113,3390,20.7,Arley,AL,Alabama,34.08013,-87.18065,30.0
24,Alabama,Ashford,14.5,84.7,"Ashford, Alabama",36312,2309,40191,6030,31.0,Ashford,AL,Alabama,31.17088,-85.23739,35.0
25,Alabama,Ashland,24.6,74.4,"Ashland, Alabama",36251,2098,32769,4895,13.6,Ashland,AL,Alabama,33.229820000000004,-85.86641999999998,82.0
26,Alabama,Ashville,23.2,79.7,"Ashville, Alabama",35953,2841,44315,7522,24.8,Ashville,AL,Alabama,33.81243,-86.22612,37.0
27,Alabama,Athens,16.8,83.7,"Athens, Alabama",35611,10066,35651,25744,85.5,Athens,AL,Alabama,34.767109999999995,-87.08565,654.0
28,Alabama,Athens,16.8,83.7,"Athens, Alabama",35613,7249,74100,25577,103.1,Athens,AL,Alabama,34.82405,-86.87736,654.0
29,Alabama,Athens,16.8,83.7,"Athens, Alabama",35614,3049,37396,7638,45.3,Athens,AL,Alabama,34.86542,-87.08385,654.0
30,Alabama,Atmore,23.5,75.7,"Atmore, Alabama",36502,5964,34985,18192,21.6,Atmore,AL,Alabama,31.14072,-87.49393,506.0
31,Alabama,Attalla,11.5,86.4,"Attalla, Alabama",35954,4367,40022,11818,45.7,Attalla,AL,Alabama,34.088390000000004,-86.06009,140.0
32,Alabama,Auburn,29.4,93.6,"Auburn, Alabama",36830,15409,52422,39078,128.5,Auburn,AL,Alabama,32.5389,-85.49207,
33,Alabama,Auburn,29.4,93.6,"Auburn, Alabama",36832,9718,27367,24509,120.3,Auburn,AL,Alabama,32.59621,-85.58197,
34,Alabama,Autaugaville,25.1,62.8,"Autaugaville, Alabama",36003,839,29073,1898,8.2,Autaugaville,AL,Alabama,32.45322,-86.72385,20.0
35,Alabama,Axis,7.7,76.9,"Axis, Alabama",36505,669,49767,1965,26.5,Axis,AL,Alabama,30.94264,-88.01644,
36,Alabama,Baileyton,24.8,73.6,"Baileyton, Alabama",35019,810,31500,1991,27.3,Baileyton,AL,Alabama,34.29851,-86.63523,
37,Alabama,Banks,35.5,85.5,"Banks, Alabama",36005,551,45982,1640,4.2,Banks,AL,Alabama,31.88607,-85.72077,
38,Alabama,Bay Minette,25.6,81.6,"Bay Minette, Alabama",36507,6955,40099,22096,22.0,Bay Minette,AL,Alabama,30.863190000000003,-87.73904,302.0
39,Alabama,Bayou La Batre,31.6,60.2,"Bayou La Batre, Alabama",36509,622,31964,2076,117.1,Bayou La Batre,AL,Alabama,30.40205,-88.26156,325.0
40,Alabama,Bear Creek,24.1,79.9,"Bear Creek, Alabama",35543,545,29901,1285,11.7,Bear Creek,AL,Alabama,34.22419,-87.75005,26.0
41,Alabama,Beatrice,35.7,90.2,"Beatrice, Alabama",36425,443,20125,1127,2.6,Beatrice,AL,Alabama,31.75818,-87.1847,
42,Alabama,Beaverton,12.9,87.8,"Beaverton, Alabama",35544,281,52383,476,3.6,Beaverton,AL,Alabama,33.95519,-88.01906,
43,Alabama,Belk,30.8,59.6,"Belk, Alabama",35545,39,31042,122,30.1,Belk,AL,Alabama,33.65152,-87.93483,
44,Alabama,Bellamy,22.2,87.1,"Bellamy, Alabama",36901,193,23911,327,11.8,Bellamy,AL,Alabama,32.425470000000004,-88.14741,
45,Alabama,Berry,34.8,70.1,"Berry, Alabama",35546,1582,38566,3801,6.8,Berry,AL,Alabama,33.607209999999995,-87.54901,3.0
46,Alabama,Bessemer,29.7,82.6,"Bessemer, Alabama",35020,9995,27772,26345,549.4,Bessemer,AL,Alabama,33.40269,-86.95161,
47,Alabama,Bessemer,29.7,82.6,"Bessemer, Alabama",35022,8255,60249,20271,111.3,Bessemer,AL,Alabama,33.32251,-86.96576999999998,
48,Alabama,Bessemer,29.7,82.6,"Bessemer, Alabama",35023,8597,49570,24293,108.7,Bessemer,AL,Alabama,33.468140000000005,-87.09264,
49,Alabama,Billingsley,32.5,64.9,"Billingsley, Alabama",36006,486,50714,913,7.1,Billingsley,AL,Alabama,32.64152,-86.72346,
50,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35203,1596,16295,2996,725.9,Birmingham,AL,Alabama,33.51867,-86.80972,
51,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35204,4574,21929,9399,821.6,Birmingham,AL,Alabama,33.522079999999995,-86.83984,
52,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35205,9682,34399,20109,2100.2,Birmingham,AL,Alabama,33.49496,-86.80825,
53,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35206,6583,32537,17350,648.6,Birmingham,AL,Alabama,33.56925,-86.71339,
54,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35207,3357,23170,9102,335.5,Birmingham,AL,Alabama,33.56613,-86.82296,
55,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35208,5442,34755,13864,1626.0,Birmingham,AL,Alabama,33.49693,-86.87928000000002,
56,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35209,12730,52734,27768,1218.0,Birmingham,AL,Alabama,33.465340000000005,-86.81159,
57,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35210,5867,44975,13484,212.9,Birmingham,AL,Alabama,33.54518,-86.66549,
58,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35211,11335,30941,24594,572.4,Birmingham,AL,Alabama,33.4501,-86.87147,
59,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35212,4998,29220,11896,759.5,Birmingham,AL,Alabama,33.54736,-86.75296,
60,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35213,5487,110696,13516,802.1,Birmingham,AL,Alabama,33.50658,-86.74285,
61,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35214,7311,45820,18264,284.3,Birmingham,AL,Alabama,33.57688,-86.89186,
62,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35215,18191,37846,48483,634.3,Birmingham,AL,Alabama,33.649190000000004,-86.70586999999998,
63,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35216,14861,58742,37546,1003.3,Birmingham,AL,Alabama,33.4187,-86.78667,
64,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35217,5024,31134,13286,293.6,Birmingham,AL,Alabama,33.60815,-86.76034,
65,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35218,2850,24645,7178,1084.1,Birmingham,AL,Alabama,33.5078,-86.89385,
66,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35221,1906,32627,4803,507.1,Birmingham,AL,Alabama,33.44953,-86.89902,
67,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35222,4062,53034,9033,815.8,Birmingham,AL,Alabama,33.52409,-86.77025,
68,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35223,4081,121738,11251,518.5,Birmingham,AL,Alabama,33.4869,-86.7375,
69,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35224,2121,35240,5168,149.4,Birmingham,AL,Alabama,33.51938,-86.94447,
70,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35226,13410,102616,35542,679.3,Birmingham,AL,Alabama,33.398509999999995,-86.84435,
71,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35228,3794,32399,10349,930.2,Birmingham,AL,Alabama,33.45621,-86.92103,
72,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35229,0,32399,1219,2116.0,Birmingham,AL,Alabama,33.46558,-86.7891,
73,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35233,858,39583,1715,300.7,Birmingham,AL,Alabama,33.508759999999995,-86.80194,
74,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35234,2069,24228,5450,684.1,Birmingham,AL,Alabama,33.5408,-86.80286,
75,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35235,8102,52175,20926,536.5,Birmingham,AL,Alabama,33.62409,-86.64834,
76,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35242,20995,88167,55122,361.7,Birmingham,AL,Alabama,33.42521,-86.67144,
77,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35243,7736,74890,17259,551.4,Birmingham,AL,Alabama,33.44278,-86.73994,
78,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35244,12971,84158,31930,575.8,Birmingham,AL,Alabama,33.35372,-86.82548,
79,Alabama,Birmingham,28.1,85.9,"Birmingham, Alabama",35254,196,10688,1574,1266.6,Birmingham,AL,Alabama,33.51616,-86.85744,
80,Alabama,Black,15.8,86.1,"Black, Alabama",36314,214,44583,445,9.7,Black,AL,Alabama,31.01866,-85.77585,
81,Alabama,Blountsville,38,73.6,"Blountsville, Alabama",35031,2958,36813,8060,23.7,Blountsville,AL,Alabama,34.10155,-86.54751,76.0
82,Alabama,Boaz,18.7,79.3,"Boaz, Alabama",35956,3179,49030,9161,46.3,Boaz,AL,Alabama,34.14373,-86.14794,559.0
83,Alabama,Boaz,18.7,79.3,"Boaz, Alabama",35957,5636,38782,16135,76.1,Boaz,AL,Alabama,34.19207,-86.19421,559.0
84,Alabama,Boligee,66.3,86.3,"Boligee, Alabama",35443,716,14474,2157,4.1,Boligee,AL,Alabama,32.75294,-88.01125,
85,Alabama,Bon Air,11,89.1,"Bon Air, Alabama",35032,17,27321,44,159.2,Bon Air,AL,Alabama,33.26491,-86.33644,
86,Alabama,Bon Secour,20.1,77.3,"Bon Secour, Alabama",36511,285,31964,383,63.1,Bon Secour,AL,Alabama,30.31278,-87.74309000000002,
87,Alabama,Boykin,20.6,66.9,"Boykin, Alabama",36723,93,29773,219,13.3,Boykin,AL,Alabama,32.06776,-87.2851,
88,Alabama,Brantley,20,81.3,"Brantley, Alabama",36009,958,35735,2278,6.6,Brantley,AL,Alabama,31.58357,-86.29694,0.0
89,Alabama,Brent,14.8,70.8,"Brent, Alabama",35034,973,35625,6030,19.9,Brent,AL,Alabama,32.91192,-87.26985,127.0
90,Alabama,Brewton,26.1,80.5,"Brewton, Alabama",36426,6018,35331,15293,12.9,Brewton,AL,Alabama,31.14048,-87.07404,247.0
91,Alabama,Bridgeport,30.5,81.1,"Bridgeport, Alabama",35740,1404,33177,3219,37.6,Bridgeport,AL,Alabama,34.9501,-85.75855,29.0
92,Alabama,Brilliant,26.2,83.5,"Brilliant, Alabama",35548,748,32000,1704,9.2,Brilliant,AL,Alabama,34.06757,-87.75118,21.0
93,Alabama,Brookside,25.9,75.8,"Brookside, Alabama",35036,126,16029,367,138.4,Brookside,AL,Alabama,33.64396,-86.91957,27.0
94,Alabama,Brookwood,9.1,90.3,"Brookwood, Alabama",35444,1395,49854,3962,9.6,Brookwood,AL,Alabama,33.33696,-87.30325,119.0
95,Alabama,Brundidge,31.1,79.7,"Brundidge, Alabama",36010,1879,33169,4856,14.2,Brundidge,AL,Alabama,31.66892,-85.81158,35.0
96,Alabama,Bucks,0,100.0,"Bucks, Alabama",36512,0,31964,47,3.2,Bucks,AL,Alabama,30.99765,-88.01484,
97,Alabama,Butler,24.1,80.2,"Butler, Alabama",36904,1695,31480,3738,7.0,Butler,AL,Alabama,32.10204,-88.25861,38.0
98,Alabama,Calera,4.7,92.4,"Calera, Alabama",35040,6197,63501,17141,75.7,Calera,AL,Alabama,33.10387,-86.73003,346.0
99,Alabama,Calvert,75.1,37.4,"Calvert, Alabama",36513,293,32917,1024,14.8,Calvert,AL,Alabama,31.1718,-88.00338,
100,Alabama,Camden,25.3,90.7,"Camden, Alabama",36726,1799,33313,4884,7.1,Camden,AL,Alabama,31.973240000000004,-87.29098,10.0
101,Alabama,Camp Hill,40.9,71.5,"Camp Hill, Alabama",36850,1160,31477,2654,6.9,Camp Hill,AL,Alabama,32.78588,-85.65685,28.0
102,Alabama,Carbon Hill,22.1,74.4,"Carbon Hill, Alabama",35549,1502,33281,3512,14.5,Carbon Hill,AL,Alabama,33.8364,-87.54728,69.0
103,Alabama,Carrollton,39.4,69.8,"Carrollton, Alabama",35447,1235,35809,2898,9.2,Carrollton,AL,Alabama,33.25669,-88.15448,18.0
104,Alabama,Castleberry,36.3,74.6,"Castleberry, Alabama",36432,734,30196,2223,6.5,Castleberry,AL,Alabama,31.29375,-87.02763,
105,Alabama,Catherine,0,100.0,"Catherine, Alabama",36728,126,40735,287,2.0,Catherine,AL,Alabama,32.16787,-87.47941,
106,Alabama,Cedar Bluff,19.8,79.9,"Cedar Bluff, Alabama",35959,1938,41053,4843,30.0,Cedar Bluff,AL,Alabama,34.240590000000005,-85.60696999999998,63.0
107,Alabama,Centre,23.5,74.6,"Centre, Alabama",35960,4307,42433,9668,27.2,Centre,AL,Alabama,34.127790000000005,-85.57398,173.0
108,Alabama,Centreville,9.1,90.2,"Centreville, Alabama",35042,2153,42393,5961,15.0,Centreville,AL,Alabama,32.954570000000004,-87.1148,36.0
109,Alabama,Chatom,23,83.0,"Chatom, Alabama",36518,931,38590,2468,8.1,Chatom,AL,Alabama,31.45453,-88.28395,30.0
110,Alabama,Chelsea,4.6,94.9,"Chelsea, Alabama",35043,3567,91875,11461,77.7,Chelsea,AL,Alabama,33.31372,-86.65869,
111,Alabama,Cherokee,29.2,76.3,"Cherokee, Alabama",35616,1698,39934,3667,7.4,Cherokee,AL,Alabama,34.73885,-88.01897,33.0
112,Alabama,Childersburg,30.2,82.3,"Childersburg, Alabama",35044,3186,38490,7351,51.6,Childersburg,AL,Alabama,33.2489,-86.37289,259.0
113,Alabama,Chunchula,0,81.9,"Chunchula, Alabama",36521,2034,50855,5386,14.5,Chunchula,AL,Alabama,30.96477,-88.18115,
114,Alabama,Citronelle,21.1,82.1,"Citronelle, Alabama",36522,2443,44627,7685,12.6,Citronelle,AL,Alabama,31.09177,-88.27136,193.0
115,Alabama,Clanton,19.8,79.7,"Clanton, Alabama",35045,5847,45857,14778,48.2,Clanton,AL,Alabama,32.80704,-86.67285,573.0
116,Alabama,Clanton,19.8,79.7,"Clanton, Alabama",35046,1946,44048,4641,14.7,Clanton,AL,Alabama,32.92285,-86.54504,573.0
117,Alabama,Clayton,36.2,59.3,"Clayton, Alabama",36016,1530,28839,4807,8.2,Clayton,AL,Alabama,31.852090000000004,-85.42935,35.0
118,Alabama,Cleveland,17.2,70.6,"Cleveland, Alabama",35049,1335,41477,3366,36.4,Cleveland,AL,Alabama,33.95599,-86.59996,13.0
119,Alabama,Clio,34.9,67.1,"Clio, Alabama",36017,694,28125,2936,20.6,Clio,AL,Alabama,31.68173,-85.55507,1.0
120,Alabama,Coffee Springs,30.5,80.4,"Coffee Springs, Alabama",36318,577,34375,1571,10.3,Coffee Springs,AL,Alabama,31.17511,-85.95325,
121,Alabama,Coffeeville,29.1,86.0,"Coffeeville, Alabama",36524,477,34598,1255,2.8,Coffeeville,AL,Alabama,31.81424,-88.02109,5.0
122,Alabama,Coker,9.8,91.5,"Coker, Alabama",35452,1116,56406,3061,28.8,Coker,AL,Alabama,33.28173,-87.68366,
123,Alabama,Collinsville,31.8,57.9,"Collinsville, Alabama",35961,2405,38080,7003,19.7,Collinsville,AL,Alabama,34.27945,-85.86026,68.0
124,Alabama,Columbia,15.9,85.0,"Columbia, Alabama",36319,844,34185,1917,8.8,Columbia,AL,Alabama,31.32462,-85.14759000000002,9.0
125,Alabama,Columbiana,18.3,78.1,"Columbiana, Alabama",35051,3054,46315,9000,31.4,Columbiana,AL,Alabama,33.20547,-86.61971,130.0
126,Alabama,Coosada,21.1,84.1,"Coosada, Alabama",36020,380,42750,999,43.0,Coosada,AL,Alabama,32.48819,-86.31931,20.0
127,Alabama,Cordova,35.8,78.3,"Cordova, Alabama",35550,2157,32168,5761,32.9,Cordova,AL,Alabama,33.74176,-87.16599000000002,25.0
128,Alabama,Cottondale,17.4,83.3,"Cottondale, Alabama",35453,3879,50067,10863,46.2,Cottondale,AL,Alabama,33.1642,-87.38809,
129,Alabama,Cottonwood,22,80.0,"Cottonwood, Alabama",36320,1387,41915,3708,22.5,Cottonwood,AL,Alabama,31.05082,-85.31533,22.0
130,Alabama,Courtland,27.6,78.4,"Courtland, Alabama",35618,835,28438,1851,15.7,Courtland,AL,Alabama,34.64788,-87.30611999999998,12.0
131,Alabama,Cowarts,21.2,84.6,"Cowarts, Alabama",36321,601,40139,1744,91.1,Cowarts,AL,Alabama,31.2118,-85.30184,
132,Alabama,Creola,16.1,86.8,"Creola, Alabama",36525,658,51364,1928,44.6,Creola,AL,Alabama,30.89002,-88.01799999999999,66.0
133,Alabama,Crossville,32.1,75.1,"Crossville, Alabama",35962,2959,34953,9516,40.7,Crossville,AL,Alabama,34.30187,-86.03995,31.0
134,Alabama,Cuba,18.5,93.8,"Cuba, Alabama",36907,757,27418,1515,6.0,Cuba,AL,Alabama,32.43646,-88.34329,
135,Alabama,Cullman,16.7,86.3,"Cullman, Alabama",35055,7953,40389,20884,117.1,Cullman,AL,Alabama,34.15399,-86.75905999999998,597.0
136,Alabama,Cullman,16.7,86.3,"Cullman, Alabama",35057,4838,49605,13542,38.4,Cullman,AL,Alabama,34.1379,-86.96041,597.0
137,Alabama,Cullman,16.7,86.3,"Cullman, Alabama",35058,3788,39078,9234,55.8,Cullman,AL,Alabama,34.23134,-86.73788,597.0
138,Alabama,Cusseta,7,80.2,"Cusseta, Alabama",36852,906,34850,2317,23.4,Cusseta,AL,Alabama,32.75727,-85.2914,
139,Alabama,Dadeville,33.1,74.4,"Dadeville, Alabama",36853,3345,51670,7828,17.6,Dadeville,AL,Alabama,32.80723,-85.76793,139.0
140,Alabama,Daleville,21.5,84.3,"Daleville, Alabama",36322,3455,40716,9201,56.1,Daleville,AL,Alabama,31.25281,-85.73273,74.0
141,Alabama,Daphne,11.7,96.1,"Daphne, Alabama",36526,11828,69808,34669,287.9,Daphne,AL,Alabama,30.61297,-87.86137,538.0
142,Alabama,Daphne,11.7,96.1,"Daphne, Alabama",36527,5189,83399,15262,113.9,Daphne,AL,Alabama,30.69823,-87.87328000000002,538.0
143,Alabama,Dauphin Island,1.3,95.0,"Dauphin Island, Alabama",36528,531,79323,1229,76.0,Dauphin Island,AL,Alabama,30.25255,-88.14385,67.0
144,Alabama,Daviston,10.9,92.1,"Daviston, Alabama",36256,668,50000,1638,6.4,Daviston,AL,Alabama,33.04209,-85.70281,
145,Alabama,Deatsville,3.8,95.6,"Deatsville, Alabama",36022,4478,62346,12141,55.7,Deatsville,AL,Alabama,32.61945,-86.40471,
146,Alabama,Decatur,21.8,83.4,"Decatur, Alabama",35601,12559,38898,32666,472.3,Decatur,AL,Alabama,34.60907,-87.01333000000002,
147,Alabama,Decatur,21.8,83.4,"Decatur, Alabama",35603,12833,52205,31468,167.6,Decatur,AL,Alabama,34.5375,-86.96675,
148,Alabama,Deer Park,53.1,100.0,"Deer Park, Alabama",36529,105,79323,237,3.1,Deer Park,AL,Alabama,31.277790000000003,-88.26572,
149,Alabama,Delta,0,100.0,"Delta, Alabama",36258,519,45563,1337,5.5,Delta,AL,Alabama,33.475840000000005,-85.71479000000002,
150,Alabama,Demopolis,28.2,85.0,"Demopolis, Alabama",36732,3407,27377,8231,25.3,Demopolis,AL,Alabama,32.42337,-87.9152,250.0
151,Alabama,Detroit,24.6,65.5,"Detroit, Alabama",35552,302,31477,887,6.8,Detroit,AL,Alabama,34.07229,-88.14217,
152,Alabama,Dora,17.6,83.2,"Dora, Alabama",35062,2968,44179,7631,68.4,Dora,AL,Alabama,33.72907,-87.02034,125.0
153,Alabama,Dothan,19.7,87.0,"Dothan, Alabama",36301,14101,39618,37527,154.7,Dothan,AL,Alabama,31.14367,-85.40236,
154,Alabama,Dothan,19.7,87.0,"Dothan, Alabama",36303,11812,40314,31005,185.7,Dothan,AL,Alabama,31.26678,-85.39716999999997,
155,Alabama,Dothan,19.7,87.0,"Dothan, Alabama",36305,6168,60995,15816,176.0,Dothan,AL,Alabama,31.20136,-85.49807,
156,Alabama,Double Springs,31,76.5,"Double Springs, Alabama",35553,1607,33617,4422,12.7,Double Springs,AL,Alabama,34.12065,-87.38569,27.0
157,Alabama,Dozier,30.5,70.9,"Dozier, Alabama",36028,681,34926,1674,5.2,Dozier,AL,Alabama,31.49916,-86.38884,9.0
158,Alabama,Dutton,19.1,87.8,"Dutton, Alabama",35744,854,35714,2201,29.9,Dutton,AL,Alabama,34.61216,-85.90671999999998,
159,Alabama,Eclectic,7.6,88.1,"Eclectic, Alabama",36024,2079,52038,4942,23.3,Eclectic,AL,Alabama,32.666740000000004,-86.03198,69.0
160,Alabama,Elba,29,74.9,"Elba, Alabama",36323,2965,39361,7810,13.8,Elba,AL,Alabama,31.4268,-86.07139000000002,97.0
161,Alabama,Elberta,17.7,88.1,"Elberta, Alabama",36530,2835,46426,6939,27.5,Elberta,AL,Alabama,30.4102,-87.55475,12.0
162,Alabama,Eldridge,28,91.3,"Eldridge, Alabama",35554,448,40000,1054,8.9,Eldridge,AL,Alabama,33.8961,-87.65716,
163,Alabama,Elkmont,9,79.7,"Elkmont, Alabama",35620,3159,49144,9026,31.5,Elkmont,AL,Alabama,34.93151,-86.99131,
164,Alabama,Elmore,34.3,69.5,"Elmore, Alabama",36025,1462,44444,6756,153.7,Elmore,AL,Alabama,32.54153,-86.3256,
165,Alabama,Emelle,0,89.5,"Emelle, Alabama",35459,386,37197,1304,2.5,Emelle,AL,Alabama,32.798590000000004,-88.30287,
166,Alabama,Enterprise,15.6,89.4,"Enterprise, Alabama",36330,13967,54001,36607,114.1,Enterprise,AL,Alabama,31.30615,-85.8632,881.0
167,Alabama,Epes,34.3,84.2,"Epes, Alabama",35460,286,20753,864,3.3,Epes,AL,Alabama,32.70902,-88.15033000000003,
168,Alabama,Ethelsville,42.8,85.2,"Ethelsville, Alabama",35461,799,40673,2120,6.1,Ethelsville,AL,Alabama,33.41546,-88.2142,
169,Alabama,Eufaula,29.3,80.5,"Eufaula, Alabama",36027,6004,34888,15496,21.7,Eufaula,AL,Alabama,31.93342,-85.20924000000002,522.0
170,Alabama,Eutaw,37.4,75.4,"Eutaw, Alabama",35462,1687,21819,4258,6.2,Eutaw,AL,Alabama,32.93442,-87.95285,148.0
171,Alabama,Eva,7.9,91.9,"Eva, Alabama",35621,1286,38333,2951,24.0,Eva,AL,Alabama,34.3496,-86.72508,
172,Alabama,Evergreen,42.3,83.3,"Evergreen, Alabama",36401,2986,28968,8109,7.0,Evergreen,AL,Alabama,31.47366,-86.94931,194.0
173,Alabama,Excel,19.4,89.1,"Excel, Alabama",36439,238,45278,728,150.7,Excel,AL,Alabama,31.42396,-87.34222,38.0
174,Alabama,Fairfield,25.5,90.0,"Fairfield, Alabama",35064,4657,36211,11171,1077.7,Fairfield,AL,Alabama,33.47608,-86.92025,568.0
175,Alabama,Fairhope,8.9,95.5,"Fairhope, Alabama",36532,11841,63519,33743,145.8,Fairhope,AL,Alabama,30.48268,-87.86180999999998,685.0
176,Alabama,Falkville,22.1,72.7,"Falkville, Alabama",35622,2752,51000,7879,29.5,Falkville,AL,Alabama,34.34341,-86.89783,59.0
177,Alabama,Faunsdale,0,100.0,"Faunsdale, Alabama",36738,327,28859,745,5.1,Faunsdale,AL,Alabama,32.42661,-87.6193,
178,Alabama,Fayette,24.7,83.9,"Fayette, Alabama",35555,3902,38070,9617,12.4,Fayette,AL,Alabama,33.6663,-87.81846,102.0
179,Alabama,Fitzpatrick,28.9,35.6,"Fitzpatrick, Alabama",36029,377,44938,1160,2.7,Fitzpatrick,AL,Alabama,32.1779,-85.93363000000002,
180,Alabama,Five Points,18.2,71.6,"Five Points, Alabama",36855,661,42007,1543,8.3,Five Points,AL,Alabama,33.03163,-85.30253,
181,Alabama,Flomaton,43.3,82.6,"Flomaton, Alabama",36441,1417,36328,4107,23.5,Flomaton,AL,Alabama,31.03642,-87.25584,77.0
182,Alabama,Florala,22.4,84.8,"Florala, Alabama",36442,1358,31534,2985,6.7,Florala,AL,Alabama,31.07156,-86.36268000000003,24.0
183,Alabama,Florence,22.2,85.5,"Florence, Alabama",35630,14925,32702,33172,491.0,Florence,AL,Alabama,34.82363,-87.66056999999998,
184,Alabama,Florence,22.2,85.5,"Florence, Alabama",35633,8553,53401,20747,38.6,Florence,AL,Alabama,34.87641,-87.79858,
