,townstate,poverty,med_income,hs_completion,n_households,population,density,crime_rate,property_crime,violent_crime,students_per_teacher,gini,lat,lng,unemployment_rate,home_price,crime_rate_pc,vcrime_rate_pc,pcrime_rate_pc,people_per_household,state
454,"Blackville, South Carolina",43.5,33932.0,70.5,1829,4420,17.6,115.0,92.0,23.0,13.0,0.4613498953178414,33.37057,-81.27283,4.587610195477113,52460.0,0.026018099547511313,0.005203619909502262,0.02081447963800905,2.4166211044286494,South Carolina
455,"Blackwell, Oklahoma",23.1,41932.0,84.5,3122,7482,31.3,136.0,115.0,21.0,11.666666666666664,0.4613498953178414,36.79401,-97.30866999999999,4.587610195477113,34361.0,0.0181769580326116,0.0028067361668003207,0.01537022186581128,2.3965406790518897,Oklahoma
456,"Bladenboro, North Carolina",29.6,37810.0,81.4,3962,9919,29.7,99.0,95.0,4.0,16.5,0.4613498953178414,34.551790000000004,-78.77337,4.587610195477113,68553.0,0.009980844843230164,0.00040326645831232987,0.009577578384917835,2.5035335689045937,North Carolina
457,"Bladensburg, Maryland",19.0,43456.0,76.5,3403,9794,3255.8,395.0,298.0,97.0,14.75,0.4034,38.94206,-76.92617,6.4,257824.0,0.04033081478456198,0.009904022871145599,0.03042679191341638,2.8780487804878048,Maryland
458,"Blaine, Washington",7.2,64164.0,92.0,7095,17056,138.8,150.0,142.0,8.0,21.2,0.4378,48.95409,-122.71063000000001,4.6,332909.0,0.008794559099437148,0.00046904315196998124,0.008325515947467168,2.4039464411557434,Washington
459,"Blair, Nebraska",16.0,59015.0,94.9,4995,12001,35.8,112.0,102.0,10.0,13.0,0.4613498953178414,41.54784,-96.16351,4.587610195477113,198196.0,0.009332555620364969,0.0008332638946754438,0.008499291725689527,2.4026026026026024,Nebraska
460,"Blair, Wisconsin",11.5,49291.0,85.9,989,2723,11.3,15.0,15.0,0.0,12.333333333333336,0.4613498953178414,44.29963,-91.23187,4.587610195477113,115261.0,0.005508630187293426,0.0,0.005508630187293426,2.7532861476238626,Wisconsin
461,"Blairsville, Georgia",26.8,42327.0,70.8,8129,21080,33.9,26.0,24.0,2.0,15.0,0.4613498953178414,34.85602,-83.97095,4.587610195477113,205599.0,0.0012333965844402277,9.487666034155598e-05,0.0011385199240986717,2.5931848935908475,Georgia
462,"Blakely, Georgia",37.0,31265.0,79.5,3063,7762,9.4,132.0,97.0,35.0,13.666666666666664,0.4613498953178414,31.3321,-84.94157,4.587610195477113,81553.0,0.01700592630765267,0.004509147127029116,0.01249677918062355,2.534116878876918,Georgia
463,"Blanchard, Oklahoma",8.7,64573.0,93.2,6589,19735,37.5,93.0,87.0,6.0,17.0,0.4613498953178414,35.10621,-97.67844000000001,4.587610195477113,170139.0,0.004712439827717254,0.0003040283759817583,0.0044084114517354955,2.9951434208529366,Oklahoma
464,"Blanco, Texas",15.5,47500.0,88.1,2094,5460,8.2,28.0,20.0,8.0,11.333333333333336,0.4613498953178414,30.0926,-98.46684,4.587610195477113,297227.0,0.005128205128205128,0.0014652014652014652,0.003663003663003663,2.6074498567335245,Texas
465,"Bland, Missouri",47.8,37649.0,74.2,889,2030,6.6,20.0,14.0,6.0,19.0,0.4613498953178414,38.31338,-91.62565,4.587610195477113,126741.0,0.009852216748768473,0.002955665024630542,0.006896551724137931,2.283464566929134,Missouri
466,"Blanding, Utah",20.2,56377.0,96.0,1287,4439,4.2,61.0,57.0,4.0,20.0,0.4613498953178414,37.56296,-109.41441999999999,4.587610195477113,183552.0,0.013741833746339265,0.0009011038522189682,0.012840729894120297,3.449106449106449,Utah
467,"Bloomburg, Texas",11.8,41250.0,88.6,378,1321,18.2,0.0,0.0,0.0,14.0,0.4613498953178414,33.161120000000004,-94.06127,4.587610195477113,96167.0,0.0,0.0,0.0,3.494708994708995,Texas
468,"Bloomer, Wisconsin",7.3,54018.0,89.9,3051,7324,17.4,34.0,30.0,4.0,14.666666666666664,0.4613498953178414,45.10645,-91.48778,4.587610195477113,167668.0,0.004642271982523211,0.0005461496450027307,0.004096122337520481,2.4005244182235335,Wisconsin
469,"Bloomfield Hills, Michigan",1.7,126706.0,96.09999999999998,18156,46910,606.8333333333334,39.0,35.0,4.0,16.0,0.4694,42.572586666666666,-83.27090333333335,3.5,464525.0,0.0008313792368364954,8.526966531656363e-05,0.0007461095715199318,2.583718880810751,Michigan
470,"Bloomfield, Iowa",13.0,52604.0,95.7,2656,7265,7.9,7.0,4.0,3.0,15.0,0.4613498953178414,40.73628,-92.41218,4.587610195477113,137137.0,0.0009635237439779766,0.00041293874741913283,0.0005505849965588438,2.735316265060241,Iowa
471,"Bloomfield, Kentucky",14.2,47798.0,71.2,1331,3331,17.0,2.0,2.0,0.0,19.5,0.4613498953178414,37.916309999999996,-85.27638,4.587610195477113,138415.0,0.0006004202942059442,0.0,0.0006004202942059442,2.5026296018031555,Kentucky
472,"Bloomfield, Missouri",12.4,41123.0,83.0,1661,4508,17.3,23.0,16.0,7.0,14.666666666666664,0.4613498953178414,36.9271,-89.94559,4.587610195477113,79808.0,0.00510204081632653,0.0015527950310559005,0.00354924578527063,2.7140276941601447,Missouri
473,"Bloomfield, New Mexico",19.6,50919.0,80.7,5289,16955,10.1,225.0,185.0,40.0,14.5,0.4615,36.41518,-107.9767,6.6,145145.0,0.013270421704511943,0.0023591860808021233,0.01091123562370982,3.205709964076385,New Mexico
474,"Blooming Prairie, Minnesota",18.3,67206.0,93.1,1450,3742,10.6,18.0,16.0,2.0,13.0,0.4613498953178414,43.87833,-93.071,4.587610195477113,151765.0,0.004810261892036344,0.0005344735435595938,0.00427578834847675,2.5806896551724137,Minnesota
475,"Bloomingdale, Georgia",13.0,55055.0,85.3,3172,8139,67.9,82.0,75.0,7.0,16.5,0.5016,32.12246,-81.34075,5.9,166438.0,0.010074947782282836,0.0008600565179997543,0.009214891264283081,2.5658890290037832,Georgia
476,"Blountstown, Florida",18.6,35048.0,79.4,1969,7182,19.7,49.0,36.0,13.0,15.333333333333336,0.4613498953178414,30.37153,-85.08924,4.587610195477113,88117.0,0.00682261208576998,0.0018100807574491784,0.005012531328320802,3.6475368207211782,Florida
477,"Blountsville, Alabama",38.0,36813.0,73.6,2958,8060,23.7,76.0,70.0,6.0,16.666666666666668,0.4613498953178414,34.10155,-86.54751,4.587610195477113,109249.0,0.009429280397022333,0.0007444168734491315,0.008684863523573201,2.7248140635564573,Alabama
478,"Blowing Rock, North Carolina",9.8,56439.0,97.0,1450,3428,45.5,37.0,35.0,2.0,12.0,0.4613498953178414,36.1355,-81.69958000000003,4.587610195477113,363109.0,0.010793465577596266,0.0005834305717619603,0.010210035005834306,2.3641379310344828,North Carolina
479,"Blue Earth, Minnesota",10.6,50236.0,89.8,2045,4277,10.3,34.0,32.0,2.0,13.333333333333336,0.4613498953178414,43.62263,-94.1056,4.587610195477113,147717.0,0.00794949731119944,0.00046761748889408465,0.007481879822305354,2.091442542787286,Minnesota
480,"Blue Grass, Iowa",7.4,83846.0,92.0,1866,4716,47.8,7.0,4.0,3.0,14.0,0.4657,41.50248,-90.78390999999999,4.4,225264.0,0.0014843087362171332,0.0006361323155216285,0.0008481764206955047,2.527331189710611,Iowa
481,"Blue Island, Illinois",19.2,40765.0,79.6,9081,25256,1767.0,682.0,567.0,115.0,16.375,0.5105,41.65472000000001,-87.68184000000002,6.3,118541.0,0.02700348432055749,0.00455337345581248,0.02245011086474501,2.7811914987336195,Illinois
482,"Blue Lake, California",21.4,50401.0,94.4,682,1433,8.0,66.0,62.0,4.0,11.5,0.4527,40.925,-123.82271000000001,8.6,359793.0,0.046057222609909285,0.0027913468248429866,0.04326587578506629,2.101173020527859,California
483,"Blue Ridge, Georgia",20.9,40957.0,80.4,4863,11753,29.0,17.0,10.0,7.0,15.0,0.4613498953178414,34.824259999999995,-84.31999,4.587610195477113,230833.0,0.001446439207010976,0.0005955926146515784,0.0008508465923593976,2.416820892453218,Georgia
484,"Bluefield, Virginia",8.6,42250.0,86.3,3593,8685,74.6,277.0,265.0,12.0,15.0,0.4613498953178414,37.2448,-81.36636999999997,4.587610195477113,90452.0,0.03189407023603915,0.001381692573402418,0.03051237766263673,2.4172001113275816,Virginia
485,"Bluefield, West Virginia",25.2,32199.0,85.8,8153,19667,124.6,321.0,208.0,113.0,13.222222222222221,0.4613498953178414,37.30095,-81.20655,4.587610195477113,54955.0,0.016321757258351555,0.00574566532770631,0.010576091930645244,2.4122408929228505,West Virginia
486,"Bluff City, Tennessee",23.7,43169.0,85.3,5374,13011,71.4,34.0,33.0,1.0,14.0,0.4962,36.46569,-82.20725999999998,5.1,150722.0,0.0026131734686034892,7.685804319422027e-05,0.002536315425409269,2.42110160029773,Tennessee
487,"Bluffton, Indiana",17.6,45769.0,90.8,5907,14852,43.9,408.0,403.0,5.0,14.5,0.4613498953178414,40.71846,-85.17147,4.587610195477113,125342.0,0.02747104767034743,0.00033665499596014,0.02713439267438729,2.514305061791095,Indiana
488,"Bluffton, South Carolina",6.8,67560.0,93.0,14347,41018,127.2,292.0,267.0,25.0,13.125,0.4743,32.22077,-80.88485,2.1,289837.0,0.007118825881320396,0.0006094885172363353,0.00650933736408406,2.858994911828257,South Carolina
489,"Blythe, California",26.2,39288.0,70.8,6009,22149,15.7,762.0,684.0,78.0,21.6,0.4687,33.74647,-114.66793,5.9,139718.0,0.03440335906812949,0.0035216036841392386,0.030881755383990246,3.6859710434348476,California
490,"Blythe, Georgia",14.1,33050.0,85.1,946,2735,29.9,5.0,5.0,0.0,15.0,0.4724,33.27681,-82.18506,7.5,130760.0,0.0018281535648994515,0.0,0.0018281535648994515,2.8911205073995774,Georgia
491,"Blytheville, Arkansas",28.2,39806.0,86.1,9002,21875,36.7,1080.0,876.0,204.0,12.222222222222221,0.4613498953178414,35.90486,-89.90133,4.587610195477113,63094.0,0.04937142857142857,0.009325714285714286,0.04004571428571429,2.4300155520995332,Arkansas
492,"Boardman, Oregon",20.2,49787.0,62.2,1412,4176,20.3,61.0,43.0,18.0,18.0,0.4613498953178414,45.77478,-119.87008999999999,4.587610195477113,172713.0,0.01460727969348659,0.004310344827586207,0.010296934865900383,2.9575070821529743,Oregon
493,"Boaz, Alabama",18.7,43906.0,79.3,8815,25296,61.199999999999996,559.0,413.0,146.0,16.88888888888889,0.4746,34.1679,-86.171075,4.7,101534.0,0.022098355471220747,0.005771663504111322,0.016326691967109425,2.8696539988655703,Alabama
494,"Boerne, Texas",6.8,100241.5,92.6,15774,48050,105.64999999999999,399.0,374.0,25.0,14.0,0.4613498953178414,29.801160000000003,-98.68908,4.587610195477113,398096.5,0.008303850156087408,0.0005202913631633715,0.0077835587929240375,3.0461518955242806,Texas
495,"Bogalusa, Louisiana",36.3,30836.0,78.4,7538,19565,52.5,819.0,662.0,157.0,16.4,0.4613498953178414,30.746090000000002,-89.91073,4.587610195477113,75607.0,0.04186046511627907,0.008024533605928955,0.033835931510350116,2.595516052003184,Louisiana
496,"Bogata, Texas",19.4,34118.0,74.2,1060,2628,5.8,25.0,22.0,3.0,11.333333333333336,0.4613498953178414,33.43887,-95.13134000000001,4.587610195477113,84217.0,0.009512937595129375,0.001141552511415525,0.00837138508371385,2.479245283018868,Texas
497,"Bolivar, Missouri",16.7,44853.0,91.9,6747,17757,35.6,721.0,642.0,79.0,12.571428571428573,0.4613498953178414,37.63521,-93.39413,4.587610195477113,133329.0,0.040603705580897674,0.004448949709973531,0.03615475587092414,2.6318363717207647,Missouri
498,"Bolivar, Tennessee",29.0,36045.0,80.5,3451,8773,25.3,251.0,191.0,60.0,15.666666666666664,0.4613498953178414,35.24682,-88.99497,4.587610195477113,75358.0,0.028610509517838823,0.006839165621794141,0.02177134389604468,2.5421616922631123,Tennessee
499,"Bonham, Texas",21.2,41508.0,78.7,4719,14376,39.8,242.0,223.0,19.0,13.4,0.4613498953178414,33.57268,-96.17766,4.587610195477113,103680.0,0.016833611574846967,0.0013216471897607124,0.015511964385086254,3.0464081373172283,Texas
500,"Bonifay, Florida",29.9,36752.0,78.2,4699,13480,20.5,29.0,21.0,8.0,14.5,0.4613498953178414,30.855179999999997,-85.72081999999997,4.587610195477113,107128.0,0.0021513353115727002,0.0005934718100890207,0.0015578635014836795,2.868695467120664,Florida
501,"Bonne Terre, Missouri",8.5,48145.0,76.1,5271,15970,53.0,83.0,67.0,16.0,18.666666666666668,0.4556,37.94102,-90.52332,2.8,119778.0,0.005197244834063869,0.0010018785222291797,0.00419536631183469,3.0297856194270536,Missouri
502,"Bonner Springs, Kansas",10.1,68801.0,88.9,4292,11561,89.7,247.0,222.0,25.0,14.5,0.4234,39.067190000000004,-94.92262,5.8,204582.0,0.021364933829253526,0.0021624426952685754,0.01920249113398495,2.6936160298229264,Kansas
503,"Bonners Ferry, Idaho",22.5,40526.0,86.7,3120,8075,3.6,50.0,43.0,7.0,18.0,0.4613498953178414,48.84391,-116.49055,4.587610195477113,236452.0,0.006191950464396285,0.0008668730650154799,0.005325077399380805,2.5881410256410255,Idaho
504,"Bonney Lake, Washington",7.6,92384.0,94.1,16756,51050,444.0,593.0,563.0,30.0,20.375,0.4225,47.177170000000004,-122.17228,4.0,414782.0,0.011616062683643487,0.0005876591576885406,0.011028403525954945,3.0466698496061113,Washington
505,"Bono, Arkansas",18.1,49341.0,82.0,2077,5344,24.0,33.0,28.0,5.0,13.5,0.4744,35.96185,-90.7951,5.3,118486.0,0.0061751497005988025,0.0009356287425149701,0.005239520958083832,2.5729417428984114,Arkansas
506,"Boone, Iowa",11.8,53042.0,94.1,6966,16455,32.4,217.0,169.0,48.0,14.625,0.4613498953178414,42.08721,-93.8566,4.587610195477113,124787.0,0.01318748100881191,0.0029170464904284413,0.01027043451838347,2.3621877691645135,Iowa
507,"Boone, North Carolina",58.4,36508.0,88.3,12747,35523,129.0,428.0,393.0,35.0,12.4,0.4613498953178414,36.217729999999996,-81.65502,4.587610195477113,253114.0,0.012048531937054865,0.0009852771443853278,0.011063254792669537,2.7867733584372796,North Carolina
508,"Booneville, Arkansas",28.7,37922.0,79.8,3187,8338,10.8,175.0,161.0,14.0,12.0,0.4613498953178414,35.07484,-93.93656,4.587610195477113,87108.0,0.020988246581914127,0.0016790597265531303,0.019309186855360996,2.6162535299654848,Arkansas
509,"Booneville, Mississippi",28.1,31915.0,78.7,6872,18965,26.9,204.0,198.0,6.0,11.875,0.4613498953178414,34.65198,-88.53079,4.587610195477113,90252.0,0.010756656999736356,0.00031637226469812815,0.010440284735038228,2.7597497089639114,Mississippi
510,"Boonsboro, Maryland",10.0,73055.0,92.3,3751,10379,86.9,39.0,38.0,1.0,14.75,0.4351,39.52485,-77.67101,5.9,275124.0,0.0037575874361691877,9.634839579920994e-05,0.003661239040369978,2.7669954678752333,Maryland
511,"Boonton, New Jersey",6.9,109888.0,92.0,5550,15095,313.7,85.0,78.0,7.0,13.0,0.4738,40.92947,-74.42099,4.1,449254.0,0.005631003643590593,0.00046372971182510767,0.005167273931765485,2.71981981981982,New Jersey
512,"Boonville, Indiana",17.6,53500.0,86.8,5704,14019,43.0,169.0,139.0,30.0,15.25,0.4613498953178414,38.05209,-87.2553,4.587610195477113,129670.0,0.012055068121834652,0.0021399529210357373,0.009915115200798916,2.457748948106592,Indiana
513,"Boonville, Missouri",13.8,45381.0,86.7,4220,11943,32.3,231.0,224.0,7.0,16.8,0.4613498953178414,38.91429,-92.72912,4.587610195477113,129531.0,0.019341873901029892,0.0005861173909402997,0.01875575651008959,2.830094786729858,Missouri
514,"Bordentown, New Jersey",5.7,88865.0,95.6,6900,18078,324.3,21.0,18.0,3.0,14.333333333333336,0.4455,40.10463,-74.73938000000003,4.4,246742.0,0.0011616329239960172,0.00016594756057085962,0.0009956853634251576,2.62,New Jersey
515,"Borger, Texas",20.7,47737.0,84.2,5131,14447,126.1,542.0,502.0,40.0,14.666666666666664,0.4613498953178414,35.69979,-101.39788,4.587610195477113,61430.0,0.03751643939918322,0.0027687409150688722,0.034747698484114346,2.8156304813876436,Texas
516,"Boscobel, Wisconsin",9.8,40714.0,82.6,2106,5148,14.6,29.0,24.0,5.0,12.0,0.4613498953178414,43.144690000000004,-90.6873,4.587610195477113,114686.0,0.005633255633255633,0.0009712509712509713,0.004662004662004662,2.4444444444444446,Wisconsin
517,"Boulder City, Nevada",11.1,57843.0,93.7,6403,15680,47.4,183.0,164.0,19.0,17.25,0.4779,35.98675,-114.82467,5.5,316045.0,0.011670918367346938,0.001211734693877551,0.010459183673469388,2.448852100577854,Nevada
518,"Boulder, Montana",28.3,48333.0,88.6,674,1615,1.5,20.0,13.0,7.0,12.333333333333336,0.4613498953178414,46.17686,-112.02158999999999,4.587610195477113,177296.0,0.01238390092879257,0.0043343653250774,0.00804953560371517,2.3961424332344214,Montana
519,"Bountiful, Utah",6.4,68134.0,96.1,15167,46327,1150.6,790.0,744.0,46.0,27.375,0.3794,40.86774000000001,-111.86726000000002,2.7,340153.0,0.017052690655557236,0.0009929414812096618,0.016059749174347573,3.0544603415309552,Utah
520,"Bourbon, Missouri",22.1,50619.0,70.8,2161,5421,11.4,48.0,40.0,8.0,12.333333333333336,0.4613498953178414,38.0896,-91.15618,4.587610195477113,130986.0,0.008854454897620365,0.0014757424829367274,0.007378712414683638,2.5085608514576583,Missouri
521,"Bovina, Texas",24.9,42125.0,67.3,616,1728,7.2,13.0,7.0,6.0,11.333333333333336,0.4613498953178414,34.53322,-102.88568000000001,4.587610195477113,76792.0,0.007523148148148148,0.003472222222222222,0.004050925925925926,2.8051948051948052,Texas
522,"Bowdon, Georgia",28.6,38676.0,63.3,2902,7351,31.8,71.0,65.0,6.0,15.0,0.4533,33.53232,-85.2632,4.1,132335.0,0.009658549857162291,0.0008162154808869542,0.008842334376275336,2.533080634045486,Georgia
523,"Bowie, Maryland",3.6,117450.25,95.8,34235,102164,686.875,811.0,756.0,55.0,13.529411764705882,0.4034,38.9547175,-76.75665000000001,6.4,371092.75,0.007938216984456365,0.0005383501037547472,0.007399866880701617,2.9841974587410545,Maryland
524,"Bowie, Texas",15.6,49019.0,81.6,4030,9762,9.9,354.0,343.0,11.0,12.5,0.4613498953178414,33.51993,-97.95469,4.587610195477113,111047.0,0.03626306084818685,0.0011268182749436591,0.03513624257324319,2.4223325062034737,Texas
525,"Bowling Green, Florida",28.9,38912.0,56.3,1689,7695,16.0,80.0,68.0,12.0,15.0,0.4613498953178414,27.60297000000001,-81.9923,4.587610195477113,88402.0,0.010396361273554255,0.0015594541910331384,0.008836907082521118,4.55595026642984,Florida
526,"Bowling Green, Missouri",22.6,46157.0,79.2,2648,9064,19.0,142.0,136.0,6.0,13.0,0.4613498953178414,39.30166,-91.18781,4.587610195477113,113093.0,0.01566637246248897,0.0006619593998234775,0.01500441306266549,3.4229607250755287,Missouri
527,"Bowling Green, Ohio",33.9,42585.0,94.5,13466,32259,108.3,602.0,560.0,42.0,20.0,0.4436,41.40998,-83.65456999999998,3.1,177525.0,0.018661458817694286,0.0013019622430949502,0.017359496574599335,2.395588890539136,Ohio
528,"Box Elder, South Dakota",14.5,50388.0,95.4,2862,8053,14.5,198.0,168.0,30.0,17.0,0.4487,44.23332,-102.98164,1.6,213501.0,0.02458711039364212,0.0037253197566124428,0.020861790637029677,2.813766596785465,South Dakota
529,"Boyd, Texas",9.3,54181.0,86.9,2147,6533,40.1,21.0,14.0,7.0,13.0,0.4116,33.0485,-97.60576999999999,4.587610195477113,227042.0,0.0032144497168222867,0.0010714832389407624,0.0021429664778815248,3.0428504890544947,Texas
530,"Boyne City, Michigan",12.6,54455.0,93.1,3380,8043,42.5,46.0,40.0,6.0,19.0,0.4613498953178414,45.2101,-85.00997,4.587610195477113,156467.0,0.005719258982966555,0.0007459903021260724,0.004973268680840482,2.379585798816568,Michigan
531,"Brackettville, Texas",13.0,34926.0,78.3,1200,3675,1.3,0.0,0.0,0.0,12.333333333333336,0.4613498953178414,29.390729999999998,-100.41626,4.587610195477113,72551.0,0.0,0.0,0.0,3.0625,Texas
532,"Bradford, Arkansas",28.2,37012.0,79.2,1595,3854,9.6,13.0,12.0,1.0,12.0,0.4929,35.47232,-91.47508,4.5,64278.0,0.0033731188375713543,0.0002594706798131811,0.0031136481577581734,2.4163009404388713,Arkansas
533,"Bradford, Pennsylvania",34.8,42825.0,85.5,7357,17297,32.2,320.0,239.0,81.0,15.75,0.4613498953178414,41.9179,-78.76295,4.587610195477113,65899.0,0.018500317974215183,0.004682892987223218,0.013817424986991964,2.351094196003806,Pennsylvania
534,"Bradford, Tennessee",28.0,47695.0,81.8,1291,3000,17.7,31.0,16.0,15.0,12.0,0.4613498953178414,36.06855,-88.81485,4.587610195477113,72148.0,0.010333333333333333,0.005,0.005333333333333333,2.3237800154918666,Tennessee
535,"Brady, Texas",17.5,43750.0,74.0,2582,6798,5.3,124.0,122.0,2.0,12.666666666666664,0.4613498953178414,31.104740000000003,-99.39545,4.587610195477113,110982.0,0.018240659017358045,0.0002942041776993233,0.01794645483965872,2.632842757552285,Texas
536,"Braham, Minnesota",24.9,51286.0,88.1,1536,3902,20.1,2.0,1.0,1.0,19.0,0.4613498953178414,45.73819,-93.20865,4.587610195477113,158142.0,0.0005125576627370579,0.00025627883136852895,0.00025627883136852895,2.5403645833333335,Minnesota
537,"Braidwood, Illinois",12.0,63372.0,93.9,2130,5649,294.4,72.0,66.0,6.0,16.0,0.4087,41.26375,-88.21672,4.2,166489.0,0.012745618693574084,0.0010621348911311736,0.01168348380244291,2.652112676056338,Illinois
538,"Brainerd, Minnesota",16.4,53460.0,92.0,12188,29575,35.0,747.0,661.0,86.0,12.7,0.4613498953178414,46.32009,-94.11506,4.587610195477113,168001.0,0.02525781910397295,0.002907861369399831,0.022349957734573118,2.426567115195274,Minnesota
